id,t,Gp,A,Gi
13,1.0,4.228021,2.134939,4.272412
13,1.5,0.97097,1.833637,2.418164
13,2.0,1.459368,1.051178,1.393366
13,2.5,6.722692,1.161165,2.849444
13,3.0,3.385419,2.402065,4.584649
13,3.5,0.583366,1.787372,2.148229
13,4.0,1.172942,0.909852,1.127708
13,4.5,7.742927,1.067267,2.881468
13,5.0,3.096771,2.636084,5.018499
13,5.5,0.34724,1.849927,2.100052
13,6.0,0.71028,0.847706,0.928084
13,6.5,6.789495,0.817308,2.225214
13,7.0,4.422712,2.738174,5.826314
13,7.5,0.245179,2.122674,2.426131
13,8.0,0.314391,0.927285,0.900452
13,8.5,3.4415,0.55613,1.172923
13,9.0,9.898405,2.28572,6.342112
13,9.5,0.322148,2.654329,3.372937
13,10.0,0.130084,1.222007,1.152582
13,10.5,0.977451,0.512824,0.62588
13,11.0,12.246962,1.112194,3.869989
13,11.5,1.333198,3.178091,5.317823
13,12.0,0.087156,1.821416,1.842689
13,12.5,0.227652,0.721211,0.66003
13,13.0,3.701202,0.456358,1.094288
13,13.5,9.85135,2.505208,6.962372
13,14.0,0.19851,2.729301,3.341408
13,14.5,0.076344,1.210054,1.107973
13,15.0,0.609731,0.474623,0.510332
13,15.5,10.572256,0.821692,2.94657
13,16.0,2.131492,3.280321,6.102722
13,16.5,0.073516,2.064138,2.143808
13,17.0,0.12288,0.820213,0.725456
13,17.5,1.842059,0.386296,0.665521
13,18.0,14.446114,1.795821,6.047905
13,18.5,0.397567,3.104549,4.294727
13,19.0,0.056223,1.503839,1.420927
13,19.5,0.270987,0.572914,0.52829
13,20.0,5.365326,0.482081,1.432268
13,20.5,6.741464,2.914114,7.179189
13,21.0,0.1176,2.556451,2.930686
13,21.5,0.070643,1.079676,0.96608
13,22.0,0.710602,0.425134,0.483854
13,22.5,12.108926,0.934148,3.455751
13,23.0,1.528167,3.334401,5.830117
13,23.5,0.061527,1.970146,2.000472
13,24.0,0.124681,0.771204,0.67814
13,24.5,2.023583,0.375233,0.68789
13,25.0,14.232573,1.911626,6.328949
14,0.0,1.550398,0.96855,1.74839
14,0.5,6.19237,1.253998,2.936101
14,1.0,3.302057,2.2542,4.213628
14,1.5,0.809855,1.713284,2.147073
14,2.0,1.664374,0.962275,1.325904
14,2.5,7.815773,1.276225,3.324693
14,3.0,2.475464,2.492626,4.407309
14,3.5,0.488046,1.663641,1.911886
14,4.0,1.311174,0.831217,1.064446
14,4.5,8.906787,1.165293,3.32275
14,5.0,2.302379,2.721873,4.847764
14,5.5,0.287141,1.750363,1.91633
14,6.0,0.738939,0.783506,0.862533
14,6.5,7.622244,0.845219,2.437042
14,7.0,3.707868,2.842369,5.799043
14,7.5,0.203965,2.068419,2.305806
14,8.0,0.300439,0.885363,0.850599
14,8.5,3.556186,0.539529,1.173444
14,9.0,9.766934,2.344524,6.473559
14,9.5,0.289289,2.657537,3.340165
14,10.0,0.119184,1.210918,1.134184
14,10.5,0.920346,0.502314,0.603112
14,11.0,12.168919,1.074001,3.769807
14,11.5,1.390349,3.202723,5.416984
14,12.0,0.083092,1.850931,1.875888
14,12.5,0.20612,0.731659,0.6642
14,13.0,3.350303,0.439017,1.007785
14,13.5,10.703985,2.411339,6.921478
14,14.0,0.215139,2.790669,3.470678
14,14.5,0.071456,1.250611,1.148914
14,15.0,0.533577,0.486057,0.505081
14,15.5,9.683113,0.746902,2.642958
14,16.0,2.589073,3.260633,6.324314
14,16.5,0.076958,2.140328,2.252918
14,17.0,0.110658,0.856825,0.75732
14,17.5,1.575567,0.386005,0.614644
14,18.0,14.765174,1.632076,5.663605
14,18.5,0.486368,3.166957,4.527183
14,19.0,0.055502,1.573969,1.501867
14,19.5,0.235812,0.600476,0.545685
14,20.0,4.605163,0.449106,1.250331
14,20.5,8.065666,2.779086,7.230999
14,21.0,0.13543,2.648634,3.107255
14,21.5,0.065961,1.1363,1.022638
14,22.0,0.603896,0.441469,0.477524
14,22.5,10.984906,0.827368,3.032691
14,23.0,1.967828,3.324261,6.108725
14,23.5,0.065505,2.060167,2.12552
14,24.0,0.111351,0.81365,0.715027
14,24.5,1.702506,0.374668,0.627005
14,25.0,14.775102,1.724519,5.919273
15,0.0,1.707147,1.081218,0.932492
15,0.5,8.698769,1.223216,3.374677
15,1.0,2.277833,2.651083,4.672035
15,1.5,0.33839,1.706689,1.887999
15,2.0,0.915919,0.787599,0.912575
15,2.5,8.382477,0.957423,2.795915
15,3.0,2.998999,2.834303,5.457156
15,3.5,0.217952,1.943192,2.137017
15,4.0,0.405818,0.83538,0.828815
15,4.5,4.83859,0.610873,1.517837
15,5.0,7.248468,2.605459,6.468173
15,5.5,0.233106,2.452962,2.930973
15,6.0,0.154503,1.082152,1.009589
15,6.5,1.45484,0.483748,0.69368
15,7.0,13.529114,1.46369,4.967114
15,7.5,0.749765,3.094585,4.653618
15,8.0,0.083798,1.615033,1.580423
15,8.5,0.321973,0.633499,0.598848
15,9.0,5.581876,0.533264,1.544231
15,9.5,6.352965,2.884596,6.954999
15,10.0,0.133959,2.48618,2.849313
15,10.5,0.091121,1.05327,0.949219
15,11.0,0.944228,0.430961,0.536626
15,11.5,13.325923,1.134234,4.125128
15,12.0,1.084275,3.279627,5.35411
15,12.5,0.063652,1.824678,1.817283
15,13.0,0.169119,0.70938,0.63185
15,13.5,2.931929,0.401547,0.885825
15,14.0,11.893103,2.30537,6.920026
15,14.5,0.225112,2.888622,3.655963
15,15.0,0.060032,1.308551,1.204082
15,15.5,0.408572,0.500075,0.491242
15,16.0,8.048254,0.62232,2.129363
15,16.5,3.692491,3.199441,6.737335
15,17.0,0.083444,2.29315,2.478028
15,17.5,0.088405,0.931747,0.823377
15,18.0,1.128982,0.390164,0.53291
15,18.5,14.491808,1.31076,4.772101
15,19.0,0.757481,3.277204,5.050495
15,19.5,0.054884,1.731113,1.689377
15,20.0,0.175049,0.664594,0.590627
15,20.5,3.245383,0.398726,0.940076
15,21.0,11.138232,2.430679,7.095254
15,21.5,0.192246,2.847452,3.532495
15,22.0,0.057945,1.270394,1.160721
15,22.5,0.422531,0.484504,0.479688
15,23.0,8.411638,0.638464,2.221655
15,23.5,3.41768,3.231235,6.688319
15,24.0,0.078829,2.268671,2.435016
15,24.5,0.088117,0.91746,0.808929
15,25.0,1.15301,0.385522,0.532994
16,0.0,1.523743,0.709629,0.799862
16,0.5,11.447932,1.342092,4.234791
16,1.0,1.236508,2.922054,4.673643
16,1.5,0.156338,1.639155,1.672855
16,2.0,0.542554,0.680687,0.701269
16,2.5,7.435533,0.718703,2.179302
16,3.0,4.075794,2.968941,6.291317
16,3.5,0.144231,2.204553,2.439556
16,4.0,0.170768,0.921776,0.845256
16,4.5,2.086307,0.45083,0.782345
16,5.0,13.368237,1.85748,5.984149
16,5.5,0.42709,2.985996,4.101769
16,6.0,0.076905,1.445516,1.372588
16,6.5,0.404348,0.562523,0.549733
16,7.0,7.304755,0.611732,1.977888
16,7.5,4.317457,3.095238,6.739831
16,8.0,0.102128,2.323724,2.553903
16,8.5,0.099667,0.956949,0.853687
16,9.0,1.209305,0.406698,0.565005
16,9.5,14.391047,1.358802,4.872922
16,10.0,0.732653,3.238522,4.94236
16,10.5,0.059149,1.699117,1.655867
16,11.0,0.199227,0.653848,0.586917
16,11.5,3.685501,0.420122,1.046302
16,12.0,10.021193,2.552759,7.151113
16,12.5,0.172972,2.770212,3.369916
16,13.0,0.062691,1.219378,1.108987
16,13.5,0.497969,0.468936,0.481259
16,14.0,9.520617,0.716568,2.558036
16,14.5,2.693717,3.279241,6.431888
16,15.0,0.073109,2.172689,2.290953
16,15.5,0.099196,0.869395,0.765494
16,16.0,1.395202,0.380116,0.574203
16,16.5,14.901471,1.516271,5.380907
16,17.0,0.557453,3.218097,4.713647
16,17.5,0.053516,1.629961,1.565745
16,18.0,0.205755,0.621969,0.558376
16,18.5,3.981438,0.421907,1.102367
16,19.0,9.367545,2.643624,7.231749
16,19.5,0.154323,2.736224,3.282089
16,20.0,0.061325,1.191852,1.078563
16,20.5,0.511667,0.458058,0.473928
16,21.0,9.817147,0.732701,2.640929
16,21.5,2.531823,3.297118,6.385962
16,22.0,0.070259,2.154414,2.260922
16,22.5,0.099097,0.859281,0.755451
16,23.0,1.417686,0.377094,0.575448
16,23.5,14.942668,1.534826,5.438431
16,24.0,0.540371,3.215478,4.68879
16,24.5,0.052877,1.622488,1.556096
16,25.0,0.206218,0.618528,0.555247
17,0.0,0.511043,1.680387,1.497276
17,0.5,1.690916,0.751091,1.022638
17,1.0,10.367944,1.397438,4.146078
17,1.5,1.389717,2.763414,4.430939
17,2.0,0.235224,1.582465,1.654163
17,2.5,0.858518,0.696065,0.794747
17,3.0,9.252668,0.947075,2.945557
17,3.5,2.568222,2.96657,5.569825
17,4.0,0.160202,1.944928,2.086088
17,4.5,0.310695,0.810819,0.774894
17,5.0,4.117895,0.537059,1.27738
17,5.5,8.709561,2.517834,6.669147
17,6.0,0.230088,2.597426,3.164541
17,6.5,0.113266,1.154879,1.069132
17,7.0,0.968705,0.479661,0.590212
17,7.5,12.697355,1.124457,3.983604
17,8.0,1.219852,3.21846,5.324402
17,8.5,0.076883,1.819736,1.828179
17,9.0,0.203434,0.714855,0.646959
17,9.5,3.403913,0.433771,1.011317
17,10.0,10.605571,2.437634,6.972364
17,10.5,0.205892,2.789408,3.454572
17,11.0,0.069211,1.245629,1.141929
17,11.5,0.522288,0.482785,0.499547
17,12.0,9.607343,0.736922,2.610859
17,12.5,2.63477,3.263683,6.35813
17,13.0,0.076243,2.151014,2.266425
17,13.5,0.107479,0.861302,0.760589
17,14.0,1.522601,0.384636,0.603136
17,14.5,14.815118,1.598729,5.583669
17,15.0,0.505882,3.181358,4.579227
17,15.5,0.055002,1.589621,1.519726
17,16.0,0.227248,0.606487,0.54922
17,16.5,4.427336,0.441245,1.207867
17,17.0,8.416029,2.743245,7.236715
17,17.5,0.140261,2.67253,3.154039
17,18.0,0.064661,1.151216,1.037578
17,18.5,0.577476,0.44583,0.476173
17,19.0,10.671547,0.800496,2.923343
17,19.5,2.106927,3.318839,6.184454
17,20.0,0.066681,2.085333,2.161163
17,20.5,0.107873,0.825694,0.725603
17,21.0,1.621044,0.374985,0.611938
17,21.5,14.861916,1.672763,5.794692
17,22.0,0.450818,3.167274,4.484897
17,22.5,0.052904,1.561251,1.484044
17,23.0,0.230591,0.593762,0.538066
17,23.5,4.569622,0.443258,1.236218
17,24.0,8.142957,2.778621,7.254498
17,24.5,0.133999,2.658067,3.119829
17,25.0,0.064114,1.140377,1.025799
18,0.0,1.557748,1.671094,1.188374
18,0.5,4.568945,0.997527,2.009804
18,1.0,5.884894,2.127531,4.781692
18,1.5,0.813712,2.088806,2.770155
18,2.0,0.794762,1.101206,1.262912
18,2.5,4.862466,0.851933,1.893866
18,3.0,6.219632,2.324742,5.384081
18,3.5,0.511358,2.195493,2.758227
18,4.0,0.474713,1.056322,1.101549
18,4.5,3.783594,0.676732,1.405043
18,5.0,8.60142,2.244721,5.874077
18,5.5,0.429942,2.484649,3.186126
18,6.0,0.230006,1.171554,1.143472
18,6.5,1.762317,0.55729,0.838149
18,7.0,12.553713,1.579896,5.062333
18,7.5,0.756196,2.94444,4.348324
18,8.0,0.118975,1.526669,1.502945
18,8.5,0.522316,0.617462,0.631534
18,9.0,7.960558,0.710682,2.263177
18,9.5,3.678218,3.062752,6.362496
18,10.0,0.118378,2.199953,2.398768
18,10.5,0.144986,0.906921,0.820469
18,11.0,1.850378,0.427242,0.710848
18,11.5,13.983724,1.755735,5.837088
18,12.0,0.45776,3.060627,4.282342
18,12.5,0.068039,1.500226,1.428342
18,13.0,0.326602,0.578623,0.546979
18,13.5,6.129368,0.536845,1.649022
18,14.0,5.632244,2.992352,6.993494
18,14.5,0.112681,2.452547,2.762996
18,15.0,0.084008,1.025278,0.916647
18,15.5,0.918218,0.416628,0.517384
18,16.0,13.433914,1.121484,4.115954
18,16.5,1.074341,3.302017,5.396694
18,17.0,0.060093,1.836635,1.827402
18,17.5,0.156731,0.712373,0.631142
18,18.0,2.730485,0.390726,0.836227
18,18.5,12.457868,2.236057,6.856886
18,19.0,0.238525,2.931172,3.751765
18,19.5,0.057248,1.338259,1.23461
18,20.0,0.370558,0.509461,0.491643
18,20.5,7.430458,0.583133,1.954652
18,21.0,4.226964,3.158178,6.873316
18,21.5,0.087771,2.351521,2.569792
18,22.0,0.082446,0.962072,0.85134
18,22.5,1.004774,0.395035,0.513447
18,23.0,14.090441,1.20766,4.442986
18,23.5,0.894022,3.304413,5.241653
18,24.0,0.055515,1.788679,1.761037
18,24.5,0.15908,0.689189,0.609609
18,25.0,2.871648,0.38818,0.859307
19,0.0,1.353112,0.709695,0.671795
19,0.5,11.732866,1.248072,4.06679
19,1.0,1.30201,3.014253,4.923185
19,1.5,0.1281,1.71079,1.741689
19,2.0,0.397479,0.695829,0.680179
19,2.5,5.919018,0.600065,1.705358
19,3.0,5.798837,2.85788,6.676902
19,3.5,0.15462,2.393585,2.737191
19,4.0,0.124211,1.017685,0.92719
19,4.5,1.334802,0.443399,0.627139
19,5.0,14.011663,1.4183,4.948649
19,5.5,0.730328,3.167297,4.788339
19,6.0,0.069792,1.653963,1.613359
19,6.5,0.252811,0.641455,0.589051
19,7.0,4.570358,0.46947,1.270978
19,7.5,8.085929,2.739052,7.119704
19,8.0,0.149037,2.629089,3.098973
19,8.5,0.074423,1.133419,1.024637
19,9.0,0.680246,0.446329,0.497895
19,9.5,11.565841,0.897105,3.279142
19,10.0,1.717545,3.312165,5.910817
19,10.5,0.06644,1.998031,2.044711
19,11.0,0.126991,0.78649,0.693764
19,11.5,2.006322,0.381128,0.69095
19,12.0,14.208911,1.8951,6.276567
19,12.5,0.348786,3.074339,4.172772
19,13.0,0.05507,1.466943,1.37737
19,13.5,0.283937,0.557665,0.517033
19,14.0,5.692676,0.49447,1.508646
19,14.5,6.250616,2.967074,7.154933
19,15.0,0.110304,2.522866,2.865889
19,15.5,0.071555,1.058774,0.9449
19,16.0,0.745583,0.418676,0.484769
19,16.5,12.453286,0.969237,3.593754
19,17.0,1.410145,3.336468,5.746934
19,17.5,0.060091,1.943747,1.963991
19,18.0,0.128204,0.758738,0.667193
19,18.5,2.117935,0.375284,0.705553
19,19.0,14.035379,1.962643,6.43129
19,19.5,0.317653,3.057413,4.098083
19,20.0,0.053573,1.444348,1.350167
19,20.5,0.288025,0.547891,0.508832
19,21.0,5.840707,0.498358,1.540804
19,21.5,6.04384,2.992343,7.150691
19,22.0,0.106471,2.51032,2.839799
19,22.5,0.071172,1.050353,0.935999
19,23.0,0.752615,0.415547,0.483199
19,23.5,12.547919,0.977177,3.62829
19,24.0,1.380363,3.338948,5.730055
19,24.5,0.059402,1.938251,1.955821
19,25.0,0.128155,0.755913,0.664446
20,0.0,1.502604,1.206644,1.347854
20,0.5,6.149649,1.120574,2.630456
20,1.0,3.916698,2.336132,4.631954
20,1.5,0.649694,1.850084,2.282234
20,2.0,1.115306,0.955514,1.170296
20,2.5,7.123016,1.026714,2.674192
20,3.0,3.584901,2.576059,5.079982
20,3.5,0.387796,1.902755,2.206143
20,4.0,0.697858,0.88482,0.9677
20,4.5,6.357158,0.805885,2.12058
20,5.0,4.841005,2.67511,5.82312
20,5.5,0.272265,2.152314,2.496479
20,6.0,0.322583,0.951766,0.930058
20,6.5,3.372985,0.565794,1.172185
20,7.0,9.972603,2.250825,6.263419
20,7.5,0.343137,2.653005,3.394116
20,8.0,0.136665,1.229218,1.16429
20,8.5,1.00922,0.519274,0.639244
20,9.0,12.268042,1.132351,3.919534
20,9.5,1.307522,3.163529,5.265301
20,10.0,0.089749,1.805901,1.825721
20,10.5,0.240767,0.71599,0.658541
20,11.0,3.90778,0.467181,1.146268
20,11.5,9.376915,2.55442,6.970881
20,12.0,0.190554,2.694738,3.271551
20,12.5,0.079445,1.188037,1.086074
20,13.0,0.657791,0.468853,0.514884
20,13.5,11.06265,0.867811,3.12749
20,14.0,1.909445,3.285617,5.974397
20,14.5,0.071977,2.021658,2.084564
20,15.0,0.130709,0.800268,0.708481
20,15.5,2.012949,0.387845,0.699387
20,16.0,14.129595,1.890824,6.246883
20,16.5,0.355984,3.066054,4.166591
20,17.0,0.056891,1.465005,1.376948
20,17.5,0.29386,0.558036,0.519718
20,18.0,5.840727,0.504452,1.549574
20,18.5,6.037497,2.982978,7.121315
20,19.0,0.109147,2.503502,2.834227
20,19.5,0.073734,1.048491,0.935426
20,20.0,0.780648,0.416795,0.490025
20,20.5,12.709981,1.001888,3.711944
20,21.0,1.322277,3.33216,5.668914
20,21.5,0.059711,1.919599,1.932316
20,22.0,0.133377,0.747963,0.658405
20,22.5,2.233542,0.377338,0.729293
20,23.0,13.760341,2.020372,6.535637
20,23.5,0.29815,3.032538,4.024048
20,24.0,0.054106,1.421801,1.325173
20,24.5,0.302706,0.539459,0.504351
20,25.0,6.141814,0.513175,1.616348
21,0.0,1.647498,1.452077,1.330369
21,0.5,5.292109,1.093459,2.367153
21,1.0,4.692449,2.199919,4.579197
21,1.5,0.808481,1.927647,2.493483
21,2.0,1.095603,1.035109,1.268192
21,2.5,6.281147,1.002483,2.452583
21,3.0,4.258366,2.457058,5.050536
21,3.5,0.480905,1.956316,2.349912
21,4.0,0.736386,0.940452,1.04463
21,4.5,6.013924,0.82482,2.084457
21,5.0,5.112958,2.589696,5.699947
21,5.5,0.322715,2.149247,2.536138
21,6.0,0.371293,0.96954,0.9661
21,6.5,3.64966,0.601094,1.273468
21,7.0,9.259247,2.295527,6.196072
21,7.5,0.348418,2.58071,3.273519
21,8.0,0.161213,1.192855,1.135795
21,8.5,1.24712,0.522298,0.692333
21,9.0,12.810778,1.298245,4.412929
21,9.5,1.022569,3.103848,4.910413
21,10.0,0.094713,1.696599,1.69214
21,10.5,0.310156,0.672794,0.634447
21,11.0,5.108705,0.524339,1.444734
21,11.5,7.064017,2.791384,6.935838
21,12.0,0.152573,2.526908,2.941859
21,12.5,0.093646,1.083126,0.981871
21,13.0,0.920087,0.442585,0.543219
21,13.5,13.05029,1.107356,4.01136
21,14.0,1.161294,3.272121,5.400732
21,14.5,0.066413,1.839767,1.840115
21,15.0,0.171056,0.717454,0.640212
21,15.5,2.922735,0.404915,0.888037
21,16.0,11.896355,2.296999,6.896114
21,16.5,0.229109,2.886444,3.658238
21,17.0,0.061137,1.309202,1.205667
21,17.5,0.41523,0.50103,0.493602
21,18.0,8.12382,0.628841,2.153807
21,18.5,3.631345,3.20163,6.713688
21,19.0,0.083457,2.28448,2.46568
21,19.5,0.089936,0.927659,0.819917
21,20.0,1.155128,0.390111,0.537935
21,20.5,14.543132,1.331087,4.832841
21,21.0,0.735378,3.27036,5.013534
21,21.5,0.054972,1.720027,1.675976
21,22.0,0.178931,0.660021,0.587338
21,22.5,3.331284,0.401653,0.959248
21,23.0,10.917401,2.457891,7.117005
21,23.5,0.187136,2.833076,3.499525
21,24.0,0.058477,1.260102,1.149949
21,24.5,0.433995,0.481049,0.478933
21,25.0,8.60016,0.650541,2.276054
22,0.0,1.338811,0.955925,0.546227
22,0.5,10.442533,1.104766,3.466328
22,1.0,1.87286,2.97083,5.192287
22,1.5,0.15545,1.81065,1.897725
22,2.0,0.391228,0.750681,0.734968
22,2.5,5.380167,0.595791,1.598333
22,3.0,6.509515,2.750536,6.629709
22,3.5,0.182706,2.430182,2.831972
22,4.0,0.132674,1.048868,0.963974
22,4.5,1.343478,0.458844,0.644941
22,5.0,13.805738,1.411432,4.890137
22,5.5,0.762258,3.148707,4.779578
22,6.0,0.074491,1.652012,1.616066
22,6.5,0.269635,0.643339,0.595186
22,7.0,4.796387,0.485409,1.333653
22,7.5,7.652811,2.773372,7.079973
22,8.0,0.146197,2.593114,3.036788
22,8.5,0.078869,1.113524,1.006125
22,9.0,0.743588,0.442539,0.507256
22,9.5,12.082679,0.956115,3.497495
22,10.0,1.518516,3.30798,5.759497
22,10.5,0.0656,1.950204,1.980837
22,11.0,0.137406,0.764888,0.67607
22,11.5,2.231173,0.384994,0.737185
22,12.0,13.699493,2.00959,6.490513
22,12.5,0.307309,3.025098,4.023161
22,13.0,0.056207,1.421419,1.326718
22,13.5,0.314085,0.540633,0.508078
22,14.0,6.302284,0.524693,1.662149
22,14.5,5.435218,3.04463,7.065082
22,15.0,0.101218,2.457952,2.751112
22,15.5,0.075663,1.021492,0.908631
22,16.0,0.837724,0.409204,0.494158
22,16.5,13.156994,1.056681,3.916385
22,17.0,1.180514,3.329066,5.547894
22,17.5,0.058137,1.882038,1.881963
22,18.0,0.139592,0.73071,0.643685
22,18.5,2.392628,0.378964,0.760595
22,19.0,13.373186,2.097354,6.669934
22,19.5,0.273378,3.001102,3.930195
22,20.0,0.054437,1.393152,1.293274
22,20.5,0.320422,0.528605,0.498267
22,21.0,6.511262,0.531297,1.709509
22,21.5,5.18751,3.07437,7.049933
22,22.0,0.096884,2.44143,2.71855
22,22.5,0.075257,1.010894,0.89758
22,23.0,0.848719,0.405394,0.492685
22,23.5,13.273654,1.068514,3.964783
22,24.0,1.147384,3.33098,5.524849
22,24.5,0.057322,1.874765,1.871511
22,25.0,0.139649,0.727073,0.640206
23,0.0,1.155076,0.821877,1.112793
23,0.5,8.302599,1.091185,3.050399
23,1.0,2.73756,2.697405,5.002117
23,1.5,0.304395,1.818619,2.02511
23,2.0,0.679764,0.818049,0.885945
23,2.5,6.927374,0.80103,2.223874
23,3.0,4.344151,2.781012,5.906817
23,3.5,0.222904,2.134487,2.422553
23,4.0,0.28393,0.923667,0.886457
23,4.5,3.192649,0.534052,1.096143
23,5.0,10.518787,2.22866,6.344299
23,5.5,0.329982,2.711051,3.481653
23,6.0,0.117277,1.255456,1.183081
23,6.5,0.838595,0.516475,0.600176
23,7.0,11.572012,1.002202,3.500781
23,7.5,1.622672,3.201568,5.578588
23,8.0,0.086457,1.903543,1.948599
23,8.5,0.193571,0.756276,0.684809
23,9.0,3.053085,0.432467,0.944635
23,9.5,11.426754,2.310643,6.816053
23,10.0,0.239726,2.838198,3.589264
23,10.5,0.070216,1.287555,1.188629
23,11.0,0.491789,0.498798,0.508212
23,11.5,9.070097,0.704066,2.454282
23,12.0,2.953185,3.23439,6.456346
23,12.5,0.080894,2.189526,2.32747
23,13.0,0.105259,0.881772,0.78012
23,13.5,1.443418,0.388684,0.592121
23,14.0,14.787247,1.541525,5.424873
23,14.5,0.549608,3.196973,4.661307
23,15.0,0.055735,1.614317,1.549796
23,15.5,0.220001,0.61695,0.557275
23,16.0,4.241614,0.435283,1.166522
23,16.5,8.794151,2.700265,7.226982
23,17.0,0.147037,2.696005,3.203765
23,17.5,0.064065,1.166994,1.053914
23,18.0,0.55694,0.451023,0.476797
23,18.5,10.394414,0.778988,2.831866
23,19.0,2.236125,3.311265,6.245791
23,19.5,0.068064,2.106316,2.191759
23,20.0,0.105593,0.836027,0.734934
23,20.5,1.562508,0.375923,0.60181
23,21.0,14.900156,1.633821,5.696183
23,21.5,0.474454,3.180499,4.540174
23,22.0,0.052993,1.57787,1.503601
23,22.5,0.224108,0.600507,0.542797
23,23.0,4.41816,0.437485,1.201325
23,23.5,8.441895,2.74646,7.254381
23,24.0,0.138604,2.677486,3.159124
23,24.5,0.063367,1.152888,1.038531
23,25.0,0.56486,0.445526,0.473268
24,0.0,1.780105,0.850909,0.587454
24,0.5,11.899828,1.390525,4.423512
24,1.0,1.091597,2.946905,4.622716
24,1.5,0.140649,1.618255,1.633866
24,2.0,0.513347,0.664621,0.677425
24,2.5,7.356185,0.697154,2.128028
24,3.0,4.173141,2.984587,6.375578
24,3.5,0.137305,2.229766,2.467627
24,4.0,0.155662,0.930344,0.848584
24,4.5,1.895306,0.441647,0.735192
24,5.0,13.762826,1.765511,5.816306
24,5.5,0.467197,3.035879,4.244756
24,6.0,0.072888,1.489006,1.41971
24,6.5,0.355549,0.577079,0.552354
24,7.0,6.535361,0.56464,1.764417
24,7.5,5.130457,3.028654,6.89757
24,8.0,0.109739,2.403302,2.684012
24,8.5,0.090616,0.999552,0.893284
24,9.0,1.029737,0.413203,0.536168
24,9.5,13.895978,1.215272,4.424287
24,10.0,0.918374,3.278139,5.205628
24,10.5,0.059806,1.778655,1.754501
24,11.0,0.173799,0.687546,0.612189
24,11.5,3.109187,0.401718,0.918649
24,12.0,11.456543,2.37501,7.013779
24,12.5,0.207103,2.862834,3.582887
24,13.0,0.059464,1.285951,1.178846
24,13.5,0.42136,0.491275,0.485777
24,14.0,8.316573,0.6363,2.200946
24,14.5,3.486028,3.220127,6.692436
24,15.0,0.080635,2.272685,2.443924
24,15.5,0.089233,0.920428,0.812367
24,16.0,1.160792,0.387326,0.536282
24,16.5,14.593998,1.337683,4.859263
24,17.0,0.724046,3.271819,5.005198
24,17.5,0.05436,1.717458,1.672043
24,18.0,0.177891,0.658576,0.585684
24,18.5,3.322306,0.400402,0.956118
24,19.0,10.944425,2.456455,7.120026
24,19.5,0.186949,2.835576,3.503487
24,20.0,0.058121,1.261358,1.151043
24,20.5,0.430532,0.481277,0.478399
24,21.0,8.553216,0.64702,2.261606
24,21.5,3.315545,3.239915,6.660037
24,22.0,0.077744,2.257099,2.416737
24,22.5,0.089012,0.91138,0.803222
24,23.0,1.175916,0.384374,0.536292
24,23.5,14.662652,1.351708,4.907946
24,24.0,0.705109,3.270945,4.98394
24,24.5,0.053748,1.711021,1.663415
24,25.0,0.178096,0.655521,0.582841
25,0.0,0.922076,0.940391,1.492875
25,0.5,5.504608,0.972808,2.258708
25,1.0,4.971892,2.339296,5.013603
25,1.5,0.579603,2.018905,2.512654
25,2.0,0.74013,0.999842,1.118011
25,2.5,5.497198,0.824168,1.979141
25,3.0,5.643663,2.489184,5.623264
25,3.5,0.381463,2.179481,2.632807
25,4.0,0.396925,1.004907,1.014922
25,4.5,3.619394,0.622671,1.296833
25,5.0,9.189129,2.259789,6.077411
25,5.5,0.380372,2.56148,3.272868
25,6.0,0.179032,1.194297,1.146144
25,6.5,1.364584,0.533569,0.728983
25,7.0,12.804103,1.366726,4.577962
25,7.5,0.950912,3.062955,4.762803
25,8.0,0.101097,1.652262,1.642818
25,8.5,0.357445,0.657997,0.631888
25,9.0,5.809519,0.56563,1.633404
25,9.5,5.996069,2.885029,6.826203
25,10.0,0.140651,2.437333,2.784301
25,10.5,0.104884,1.03242,0.933984
25,11.0,1.114843,0.434108,0.573894
25,11.5,13.814603,1.266797,4.533123
25,12.0,0.888085,3.233558,5.079538
25,12.5,0.065556,1.741626,1.715999
25,13.0,0.202848,0.675355,0.608496
25,13.5,3.616345,0.426847,1.041933
25,14.0,10.151937,2.520075,7.090974
25,14.5,0.182931,2.770946,3.387355
25,15.0,0.06549,1.224721,1.116679
25,15.5,0.514193,0.47274,0.488295
25,16.0,9.651459,0.731543,2.60895
25,16.5,2.615827,3.27671,6.381238
25,17.0,0.073807,2.156354,2.269676
25,17.5,0.103271,0.862308,0.760015
25,18.0,1.465249,0.381438,0.588926
25,18.5,14.878383,1.563363,5.501578
25,19.0,0.525686,3.198954,4.638037
25,19.5,0.054048,1.607279,1.539475
25,20.0,0.216453,0.613059,0.552698
25,20.5,4.2107,0.431324,1.155852
25,21.0,8.86618,2.697382,7.240513
25,21.5,0.146435,2.703271,3.214544
25,22.0,0.06289,1.170458,1.056833
25,22.5,0.543955,0.451452,0.474491
25,23.0,10.254489,0.766206,2.782317
25,23.5,2.305545,3.309889,6.284667
25,24.0,0.068292,2.119192,2.20957
25,24.5,0.10333,0.842012,0.739999
25,25.0,1.51651,0.375697,0.592846
26,0.0,1.335548,1.675847,1.49647
26,0.5,3.529732,0.98117,1.764696
26,1.0,6.951314,1.886823,4.500083
26,1.5,1.122188,2.207437,3.155522
26,2.0,0.734977,1.236514,1.420836
