id,t,Gp,A,Gi
2,19.5,0.06348,2.011574,2.057817
2,20.0,0.118655,0.790717,0.695126
2,20.5,1.873666,0.374912,0.659471
2,21.0,14.516347,1.82715,6.151127
2,21.5,0.373022,3.109215,4.271929
2,22.0,0.053319,1.497032,1.410074
2,22.5,0.260862,0.568423,0.521643
2,23.0,5.24353,0.471672,1.395912
2,23.5,6.943143,2.902226,7.215661
2,24.0,0.117672,2.576005,2.961194
2,24.5,0.067921,1.089561,0.974841
2,25.0,0.673116,0.426576,0.477612
3,0.0,1.175579,1.056197,1.890147
3,0.5,4.676036,1.100335,2.307158
3,1.0,5.001108,2.06978,4.37279
3,1.5,1.021126,1.942295,2.626908
3,2.0,1.208535,1.103196,1.393027
3,2.5,5.870739,1.044084,2.441059
3,3.0,4.4081,2.347174,4.836412
3,3.5,0.605721,1.934227,2.39155
3,4.0,0.902525,0.973491,1.133193
3,4.5,6.343172,0.913943,2.305639
3,5.0,4.520281,2.553816,5.389807
3,5.5,0.375186,2.042192,2.410737
3,6.0,0.516703,0.940136,0.978832
3,6.5,4.845547,0.691838,1.639201
3,7.0,6.948329,2.502576,6.087395
3,7.5,0.30968,2.365622,2.871124
3,8.0,0.231363,1.068632,1.026885
3,8.5,2.114424,0.530309,0.878722
3,9.0,12.511476,1.786081,5.59724
3,9.5,0.554404,2.897717,4.067545
3,10.0,0.110685,1.437952,1.389989
3,10.5,0.574393,0.578965,0.604932
3,11.0,8.889089,0.762007,2.525568
3,11.5,3.008863,3.132336,6.218371
3,12.0,0.104451,2.131056,2.281476
3,12.5,0.148446,0.867755,0.781832
3,13.0,2.017266,0.419744,0.734732
3,13.5,13.801581,1.856258,6.076838
3,14.0,0.398818,3.032354,4.156842
3,14.5,0.066249,1.461986,1.382306
3,15.0,0.341222,0.562567,0.53511
3,15.5,6.482528,0.551229,1.734432
3,16.0,5.202535,3.038808,6.955337
3,16.5,0.105937,2.420421,2.703183
3,17.0,0.0849,1.005797,0.897025
3,17.5,0.958717,0.410946,0.519891
3,18.0,13.685368,1.158901,4.250495
3,18.5,0.998812,3.298513,5.323283
3,19.0,0.058946,1.814066,1.797456
3,19.5,0.160539,0.702049,0.62233
3,20.0,2.835313,0.392137,0.857163
3,20.5,12.18763,2.27865,6.915437
3,21.0,0.227502,2.913201,3.70296
3,21.5,0.057402,1.323211,1.218115
3,22.0,0.381531,0.503881,0.488851
3,22.5,7.642899,0.594717,2.011361
3,23.0,4.035186,3.175797,6.834361
3,23.5,0.085652,2.332941,2.53909
3,24.0,0.083681,0.951943,0.841662
3,24.5,1.036503,0.39278,0.517456
3,25.0,14.22322,1.235185,4.534699
4,0.0,1.465798,1.734142,1.165121
4,0.5,4.217068,0.957152,1.85688
4,1.0,6.497113,2.081185,4.848675
4,1.5,0.822881,2.166643,2.911753
4,2.0,0.681555,1.137544,1.272394
4,2.5,4.192991,0.796893,1.666735
4,3.0,7.31823,2.223099,5.451631
4,3.5,0.545325,2.313236,2.983642
4,4.0,0.388649,1.123186,1.150674
4,4.5,2.921699,0.637965,1.176474
4,5.0,10.267568,2.009771,5.673785
4,5.5,0.533563,2.6414,3.56122
4,6.0,0.190256,1.288167,1.260889
4,6.5,1.219954,0.570102,0.738199
4,7.0,12.100798,1.248323,4.153898
4,7.5,1.215022,3.056725,4.955291
4,8.0,0.113117,1.716088,1.734736
4,8.5,0.351758,0.690462,0.662885
4,9.0,5.463841,0.561395,1.56339
4,9.5,6.467742,2.81774,6.805196
4,10.0,0.155744,2.462421,2.845385
4,10.5,0.108689,1.052315,0.956678
4,11.0,1.113435,0.443134,0.582717
4,11.5,13.679139,1.259241,4.488621
4,12.0,0.91558,3.224077,5.083471
4,12.5,0.067955,1.743321,1.721046
4,13.0,0.209118,0.677456,0.612224
4,13.5,3.697459,0.433015,1.064432
4,14.0,9.948167,2.537743,7.085805
4,14.5,0.181243,2.754909,3.357702
4,15.0,0.067236,1.215362,1.107759
4,15.5,0.53587,0.470512,0.490788
4,16.0,9.912705,0.753105,2.696004
4,16.5,2.471891,3.282766,6.313962
4,17.0,0.072985,2.133088,2.23642
4,17.5,0.106917,0.851168,0.750344
4,18.0,1.541127,0.381299,0.603249
4,18.5,14.847075,1.614312,5.632314
4,19.0,0.49224,3.180222,4.560876
4,19.5,0.054238,1.584095,1.512342
4,20.0,0.226522,0.603786,0.546489
4,20.5,4.434362,0.440237,1.207827
4,21.0,8.404751,2.746708,7.243413
4,21.5,0.13931,2.673023,3.153174
4,22.0,0.064228,1.15096,1.037037
4,22.5,0.574059,0.445439,0.475096
4,23.0,10.643428,0.797315,2.912095
4,23.5,2.12037,3.319322,6.194166
4,24.0,0.066616,2.088414,2.16519
4,24.5,0.107142,0.827045,0.726669
4,25.0,1.607358,0.374735,0.609091
5,0.0,0.840858,1.331877,0.595726
5,0.5,5.77591,0.739959,1.829978
5,1.0,5.745841,2.652563,6.091466
5,1.5,0.25708,2.272095,2.668371
5,2.0,0.241965,1.002598,0.95776
5,2.5,2.455346,0.521211,0.935928
5,3.0,12.049914,1.953521,5.949885
5,3.5,0.44553,2.841957,3.84885
5,4.0,0.108889,1.36974,1.308691
5,4.5,0.639574,0.552495,0.593124
5,5.0,9.77087,0.824287,2.804558
5,5.5,2.479643,3.174568,6.04176
5,6.0,0.095883,2.061713,2.173363
5,6.5,0.157217,0.831586,0.74839
5,7.0,2.253534,0.417919,0.777664
5,7.5,13.36121,1.980394,6.329242
5,8.0,0.34286,2.986798,3.999645
5,8.5,0.066097,1.414012,1.32718
5,9.0,0.371068,0.543894,0.524248
5,9.5,7.074065,0.581146,1.887423
5,10.0,4.559248,3.100759,6.860588
5,10.5,0.097917,2.364774,2.606976
5,11.0,0.08851,0.974304,0.866486
5,11.5,1.051628,0.403581,0.531007
5,12.0,14.10459,1.239594,4.522768
5,12.5,0.866815,3.28301,5.168815
5,13.0,0.057645,1.767123,1.737308
5,13.5,0.171524,0.681381,0.605654
5,14.0,3.104534,0.398428,0.913934
5,14.5,11.484548,2.377881,7.029631
5,15.0,0.204869,2.866981,3.58653
5,15.5,0.05844,1.28714,1.179354
5,16.0,0.413594,0.491049,0.483873
5,16.5,8.218297,0.628534,2.170247
5,17.0,3.561744,3.21648,6.719971
5,17.5,0.080845,2.28296,2.458886
5,18.0,0.087659,0.925392,0.816681
5,18.5,1.13218,0.387605,0.53101
5,19.0,14.536009,1.315261,4.79186
5,19.5,0.748379,3.279086,5.045464
5,20.0,0.054318,1.729535,1.686695
5,20.5,0.173851,0.663588,0.589345
5,21.0,3.23144,0.397397,0.935955
5,21.5,11.178295,2.427416,7.09622
5,22.0,0.192445,2.850729,3.538446
5,22.5,0.057589,1.272266,1.162485
5,23.0,0.418682,0.484964,0.479284
5,23.5,8.356138,0.634514,2.205022
5,24.0,3.459014,3.228629,6.701977
5,24.5,0.079077,2.273922,2.442893
5,25.0,0.087463,0.920077,0.811273
6,0.0,1.741447,1.447497,1.637132
6,0.5,4.675989,1.156726,2.35517
6,1.0,4.78988,2.032546,4.2183
6,1.5,1.128442,1.900697,2.606394
6,2.0,1.377898,1.119072,1.465099
6,2.5,5.979473,1.112981,2.592933
6,3.0,4.040679,2.311814,4.619963
6,3.5,0.677815,1.861229,2.315255
6,4.0,1.121386,0.968943,1.189236
6,4.5,6.997749,1.026844,2.648366
6,5.0,3.666413,2.555775,5.063615
6,5.5,0.403971,1.906301,2.222356
6,6.0,0.714806,0.892251,0.981171
6,6.5,6.369991,0.815648,2.139753
6,7.0,4.801424,2.666071,5.784503
6,7.5,0.279456,2.141606,2.486493
6,8.0,0.336534,0.949583,0.932285
6,8.5,3.49849,0.574917,1.208742
6,9.0,9.682793,2.280574,6.269533
6,9.5,0.33691,2.627138,3.341956
6,10.0,0.14249,1.213116,1.14918
6,10.5,1.077934,0.517449,0.651812
6,11.0,12.509462,1.183726,4.083675
6,11.5,1.200915,3.149869,5.153669
6,12.0,0.090212,1.771096,1.781682
6,12.5,0.258187,0.701492,0.64901
6,13.0,4.231094,0.48075,1.223639
6,13.5,8.69015,2.629694,6.98741
6,14.0,0.177216,2.647287,3.172971
6,14.5,0.082704,1.156848,1.054435
6,15.0,0.721189,0.460109,0.519636
6,15.5,11.669086,0.928319,3.362775
6,16.0,1.66077,3.289749,5.816847
6,16.5,0.069857,1.970366,2.013567
6,17.0,0.140185,0.776269,0.688051
6,17.5,2.22945,0.390172,0.74252
6,18.0,13.658136,2.002282,6.459966
6,18.5,0.313662,3.020088,4.02267
6,19.0,0.057668,1.421207,1.327833
6,19.5,0.321952,0.541465,0.510674
6,20.0,6.410682,0.532601,1.693416
6,20.5,5.301317,3.053375,7.036415
6,21.0,0.100744,2.44428,2.729774
6,21.5,0.077446,1.01452,0.902369
6,22.0,0.866547,0.408229,0.498957
6,22.5,13.321432,1.082412,4.005249
6,23.0,1.127046,3.323675,5.490949
6,23.5,0.057996,1.864669,1.85974
6,24.0,0.143876,0.723136,0.637692
6,24.5,2.488222,0.381189,0.78075
6,25.0,13.123771,2.139929,6.735608
7,0.0,1.031789,1.956047,1.839682
7,0.5,1.857011,0.947072,1.306587
7,1.0,8.237095,1.36081,3.598315
7,1.5,2.085547,2.504731,4.250674
7,2.0,0.467772,1.59283,1.799623
7,2.5,1.452039,0.799488,1.059437
7,3.0,9.478137,1.251561,3.627772
7,3.5,1.910476,2.736088,4.674566
7,4.0,0.271675,1.680088,1.808637
7,4.5,0.806704,0.749423,0.841465
7,5.0,8.357273,0.897331,2.676015
7,5.5,3.129447,2.894523,5.66915
7,6.0,0.187114,2.001856,2.192872
7,6.5,0.31813,0.848084,0.81635
7,7.0,3.950847,0.547328,1.259412
7,7.5,8.976281,2.455619,6.568827
7,8.0,0.254894,2.603792,3.206597
7,8.5,0.121134,1.168642,1.088362
7,9.0,1.005698,0.48933,0.607695
7,9.5,12.689929,1.147239,4.034311
7,10.0,1.199669,3.198838,5.263804
7,10.5,0.080165,1.802059,1.80964
7,11.0,0.218558,0.709145,0.645626
7,11.5,3.647687,0.446442,1.071975
7,12.0,10.0064,2.502054,6.996797
7,12.5,0.195166,2.746168,3.364763
7,13.0,0.072683,1.217438,1.113616
7,13.5,0.574688,0.474861,0.50315
7,14.0,10.24379,0.788884,2.823498
7,14.5,2.29449,3.279596,6.200647
7,15.0,0.073741,2.09632,2.187636
7,15.5,0.115846,0.834887,0.737477
7,16.0,1.704013,0.384275,0.637271
7,16.5,14.661407,1.715118,5.869324
7,17.0,0.436763,3.138104,4.409668
7,17.5,0.055406,1.538563,1.460342
7,18.0,0.251019,0.586217,0.535987
7,18.5,4.949694,0.462988,1.331106
7,19.0,7.434072,2.845474,7.218185
7,19.5,0.126233,2.606271,3.023856
7,20.0,0.0678,1.109636,0.995729
7,20.5,0.649103,0.433439,0.479217
7,21.0,11.50089,0.8733,3.218556
7,21.5,1.756065,3.331679,5.985263
7,22.0,0.063489,2.019709,2.068548
7,22.5,0.116851,0.794339,0.69805
7,23.0,1.836738,0.37428,0.651874
7,23.5,14.584936,1.806228,6.106975
7,24.0,0.382015,3.118042,4.300828
7,24.5,0.053113,1.505771,1.419915
7,25.0,0.255849,0.571754,0.523564
8,0.0,1.667575,0.791958,1.200082
8,0.5,9.310027,1.360979,3.840973
8,1.0,1.734398,2.649044,4.384884
8,1.5,0.325608,1.59507,1.725621
8,2.0,1.095637,0.741019,0.902808
8,2.5,9.542642,1.08223,3.277426
8,3.0,2.211845,2.875001,5.159273
8,3.5,0.199327,1.821164,1.949696
8,4.0,0.475843,0.775031,0.783602
8,4.5,5.936779,0.661053,1.802726
8,5.0,5.652833,2.777286,6.399417
8,5.5,0.192364,2.326441,2.682223
8,6.0,0.170958,1.002066,0.930021
8,6.5,1.82428,0.472077,0.754726
8,7.0,13.508648,1.694411,5.568018
8,7.5,0.545106,3.020065,4.298944
8,8.0,0.083143,1.506332,1.44919
8,8.5,0.389686,0.589808,0.572728
8,9.0,6.842369,0.596165,1.869088
8,9.5,4.773956,3.038074,6.777369
8,10.0,0.112018,2.356378,2.617887
8,10.5,0.101328,0.978025,0.875971
8,11.0,1.184808,0.414455,0.567988
8,11.5,14.240776,1.334345,4.782249
8,12.0,0.771467,3.236654,4.976611
8,12.5,0.060947,1.709683,1.67099
8,13.0,0.200966,0.659309,0.592596
8,13.5,3.680582,0.422609,1.048468
8,14.0,10.023374,2.547485,7.136054
8,14.5,0.17507,2.768084,3.369803
8,15.0,0.06359,1.2193,1.109525
8,15.5,0.504813,0.469509,0.483252
8,16.0,9.59013,0.723157,2.58255
8,16.5,2.652985,3.279716,6.410149
8,17.0,0.073142,2.165399,2.280973
8,17.5,0.100646,0.866063,0.762744
8,18.0,1.421932,0.380347,0.579546
8,18.5,14.899239,1.534678,5.429286
8,19.0,0.544392,3.211036,4.684266
8,19.5,0.053654,1.621149,1.555443
8,20.0,0.209598,0.61846,0.556048
8,20.5,4.065534,0.425232,1.121804
8,21.0,9.180678,2.66399,7.236591
8,21.5,0.151254,2.724077,3.256854
8,22.0,0.061864,1.18387,1.070418
8,22.5,0.523166,0.455553,0.473993
8,23.0,9.977095,0.744684,2.691926
8,23.5,2.44677,3.302197,6.349348
8,24.0,0.069505,2.141552,2.242047
8,24.5,0.100588,0.852939,0.749751
8,25.0,1.452668,0.376509,0.581526
9,0.0,0.565706,0.731434,1.524573
9,0.5,4.742442,0.831431,1.891441
9,1.0,6.332622,2.314046,5.393211
9,1.5,0.515114,2.207813,2.781628
9,2.0,0.465184,1.063291,1.1066
9,2.5,3.686841,0.672106,1.378919
9,3.0,8.782774,2.221731,5.861546
9,3.5,0.439042,2.500935,3.222898
9,4.0,0.225504,1.183032,1.154767
9,4.5,1.698753,0.557911,0.825677
9,5.0,12.572918,1.544715,4.97611
9,5.5,0.791595,2.958094,4.407152
9,6.0,0.118095,1.544902,1.524572
9,6.5,0.501807,0.624101,0.633356
9,7.0,7.692221,0.692387,2.182283
9,7.5,3.90477,3.045364,6.41999
9,8.0,0.121082,2.225687,2.439719
9,8.5,0.140589,0.920381,0.832633
9,9.0,1.759939,0.427479,0.693634
9,9.5,14.093857,1.703232,5.716717
9,10.0,0.488358,3.080757,4.357318
9,10.5,0.067718,1.522995,1.45469
9,11.0,0.31204,0.58743,0.551916
9,11.5,5.84672,0.522858,1.577309
9,12.0,6.008486,2.956201,7.033517
9,12.5,0.117325,2.482647,2.816626
9,13.0,0.081882,1.042687,0.933598
9,13.5,0.870106,0.420804,0.511832
9,14.0,13.147584,1.078144,3.963127
9,14.5,1.165562,3.308488,5.487941
9,15.0,0.060871,1.864653,1.863932
9,15.5,0.150537,0.724868,0.641345
9,16.0,2.582572,0.387691,0.805464
9,16.5,12.844973,2.174755,6.770962
9,17.0,0.254649,2.958722,3.825457
9,17.5,0.056653,1.360944,1.259282
9,18.0,0.352432,0.517689,0.495297
9,18.5,7.08803,0.564221,1.86338
9,19.0,4.558496,3.128425,6.937435
9,19.5,0.091198,2.383075,2.621992
9,20.0,0.080135,0.979249,0.867686
9,20.5,0.950218,0.398763,0.506356
9,21.0,13.837656,1.159771,4.281249
9,21.5,0.97204,3.314157,5.334754
9,22.0,0.056154,1.81688,1.79701
9,22.5,0.152597,0.701552,0.619564
9,23.0,2.714182,0.384617,0.826291
9,23.5,12.537636,2.237305,6.880267
9,24.0,0.234877,2.940197,3.762254
9,24.5,0.055487,1.341598,1.23682
9,25.0,0.357581,0.509592,0.488874
10,0.0,1.617143,1.951265,0.988738
10,0.5,4.021646,0.932111,1.741194
10,1.0,6.949111,2.057024,4.917015
10,1.5,0.810365,2.225122,3.008097
10,2.0,0.598265,1.160323,1.272679
10,2.5,3.719364,0.756965,1.507551
10,3.0,8.199579,2.137769,5.476144
10,3.5,0.571308,2.40718,3.16822
10,4.0,0.328915,1.177733,1.192639
10,4.5,2.33834,0.616082,1.028007
10,5.0,11.338622,1.802177,5.374411
10,5.5,0.653497,2.763964,3.899038
10,6.0,0.164742,1.392572,1.371277
10,6.5,0.892123,0.59182,0.689822
10,7.0,10.777506,1.009619,3.366031
10,7.5,1.865319,3.098954,5.491768
10,8.0,0.113856,1.889661,1.962445
10,8.5,0.255182,0.764497,0.711094
10,9.0,3.792395,0.486296,1.149329
10,9.5,9.540867,2.491632,6.834525
10,10.0,0.215022,2.686736,3.293755
10,10.5,0.088994,1.195093,1.099487
10,11.0,0.72252,0.477605,0.536951
10,11.5,11.424596,0.922109,3.304812
10,12.0,1.742282,3.267704,5.819244
10,12.5,0.074376,1.97366,2.024537
10,13.0,0.147599,0.780336,0.694397
10,13.5,2.318516,0.397615,0.767377
10,14.0,13.395321,2.037471,6.501068
10,14.5,0.306107,2.995456,3.966459
10,15.0,0.059834,1.403974,1.31031
10,15.5,0.343833,0.536166,0.510707
10,16.0,6.777869,0.554656,1.792873
10,16.5,4.878873,3.088002,6.96086
10,17.0,0.09731,2.404733,2.664817
10,17.5,0.081294,0.993275,0.882504
10,18.0,0.940391,0.40418,0.509675
10,18.5,13.716007,1.147981,4.230645
10,19.0,1.002137,3.310578,5.353475
10,19.5,0.05733,1.822812,1.806111
10,20.0,0.153885,0.704797,0.623043
10,20.5,2.720012,0.386501,0.829498
10,21.0,12.510994,2.237273,6.873597
10,21.5,0.235898,2.937284,3.758636
10,22.0,0.056022,1.34045,1.236004
10,22.5,0.361599,0.509502,0.489686
10,23.0,7.304179,0.574056,1.917587
10,23.5,4.347304,3.150605,6.906293
10,24.0,0.088288,2.365293,2.590748
10,24.5,0.08065,0.96898,0.857513
10,25.0,0.972774,0.395855,0.507969
11,0.0,1.05569,1.204334,0.784207
11,0.5,6.786024,0.887858,2.305941
11,1.0,4.298255,2.661864,5.579146
11,1.5,0.298142,2.061974,2.380576
11,2.0,0.415382,0.920324,0.925025
11,2.5,4.296542,0.624377,1.432567
11,3.0,8.044151,2.450866,6.281964
11,3.5,0.296904,2.486037,3.057304
11,4.0,0.174453,1.124437,1.06515
11,4.5,1.506066,0.509395,0.73182
11,5.0,13.20422,1.474049,4.927197
11,5.5,0.781616,3.05487,4.599579
11,6.0,0.093858,1.60016,1.571743
11,6.5,0.367459,0.633029,0.609677
11,7.0,6.154792,0.574524,1.710125
11,7.5,5.554457,2.941484,6.819485
11,8.0,0.129547,2.40958,2.725069
11,8.5,0.103365,1.013118,0.913148
11,9.0,1.136808,0.426914,0.571028
11,9.5,13.96865,1.288721,4.616463
11,10.0,0.846647,3.235716,5.046131
11,10.5,0.06383,1.731167,1.70094
11,11.0,0.20171,0.669968,0.60301
11,11.5,3.63019,0.424945,1.042128
11,12.0,10.127961,2.527448,7.106107
11,12.5,0.180491,2.77138,3.384155
11,13.0,0.064726,1.223749,1.115104
11,13.5,0.509375,0.47188,0.486458
11,14.0,9.609813,0.727055,2.593219
11,14.5,2.640223,3.277134,6.396194
11,15.0,0.073661,2.161234,2.276134
11,15.5,0.102117,0.864461,0.761713
11,16.0,1.444951,0.381101,0.584708
11,16.5,14.886988,1.549825,5.46715
11,17.0,0.534616,3.204419,4.6595
11,17.5,0.053905,1.613721,1.546934
11,18.0,0.213393,0.61559,0.554308
11,18.5,4.145044,0.428613,1.1405
11,19.0,9.006894,2.682402,7.238892
11,19.5,0.148602,2.712549,3.233419
11,20.0,0.062445,1.176444,1.062902
11,20.5,0.534707,0.453288,0.474283
11,21.0,10.131897,0.756634,2.742164
11,21.5,2.36697,3.306587,6.313221
11,22.0,0.068827,2.129025,2.223829
11,22.5,0.102123,0.846812,0.744281
11,23.0,1.488226,0.376043,0.587822
11,23.5,14.940844,1.584225,5.570269
11,24.0,0.505595,3.19875,4.614182
11,24.5,0.05283,1.6001,1.529559
11,25.0,0.214611,0.609396,0.548778
12,0.0,0.694882,1.213557,0.840364
12,0.5,4.973704,0.726935,1.680275
12,1.0,6.720496,2.494222,5.991056
12,1.5,0.326224,2.331245,2.830795
12,2.0,0.258481,1.057809,1.025366
12,2.5,2.362636,0.545054,0.946058
12,3.0,11.990481,1.886123,5.750568
12,3.5,0.508195,2.834071,3.898808
12,4.0,0.12077,1.386525,1.336287
12,4.5,0.682289,0.565448,0.615682
12,5.0,9.921906,0.856181,2.894086
12,5.5,2.377327,3.156266,5.937417
12,6.0,0.100482,2.029974,2.136065
12,6.5,0.174344,0.819705,0.742089
12,7.0,2.515953,0.429305,0.840155
12,7.5,12.694446,2.09063,6.489977
12,8.0,0.309038,2.926849,3.844157
12,8.5,0.070035,1.366321,1.276391
12,9.0,0.426685,0.528114,0.52181
12,9.5,7.957536,0.636606,2.136833
12,10.0,3.752059,3.164797,6.671641
12,10.5,0.09069,2.279534,2.471039
12,11.0,0.097844,0.92952,0.825093
12,11.5,1.245234,0.396914,0.562196
12,12.0,14.577745,1.39349,4.997465
12,12.5,0.683133,3.239468,4.894089
12,13.0,0.05694,1.684351,1.635197
12,13.5,0.1975,0.646404,0.57937
12,14.0,3.701917,0.417338,1.045868
12,14.5,9.994065,2.562242,7.171612
12,15.0,0.169873,2.771358,3.366692
12,15.5,0.061629,1.21842,1.10722
12,16.0,0.490778,0.467878,0.478735
12,16.5,9.45224,0.709714,2.533315
12,17.0,2.734599,3.279275,6.454893
12,17.5,0.072971,2.180315,2.301228
12,18.0,0.097573,0.872824,0.76827
12,18.5,1.366228,0.379779,0.56832
12,19.0,14.900619,1.496155,5.327626
12,19.5,0.572101,3.225891,4.746256
12,20.0,0.053345,1.639737,1.577175
12,20.5,0.201506,0.625861,0.560954
12,21.0,3.888798,0.41826,1.080998
12,21.5,9.577786,2.620529,7.224945
12,22.0,0.157861,2.749868,3.310665
12,22.5,0.060722,1.200878,1.087791
12,23.0,0.498969,0.460907,0.473925
12,23.5,9.636661,0.719438,2.584136
12,24.0,2.631245,3.290935,6.427054
12,24.5,0.071137,2.169017,2.282475
12,25.0,0.097441,0.866515,0.761972
13,0.0,1.504721,1.155728,1.749017
13,0.5,5.255312,1.176124,2.557481
