id,t,activator,inhibitor
18,18.4,0.957547,3.833651
18,18.8,1.088481,3.72944
18,19.2,1.268112,3.651908
18,19.6,1.521179,3.611995
18,20.0,1.871097,3.624374
18,20.4,2.31416,3.703541
18,20.8,2.801613,3.85667
18,21.2,3.262356,4.079775
18,21.6,3.638902,4.359916
18,22.0,3.900063,4.67947
18,22.4,4.034842,5.019295
18,22.8,4.042118,5.3602
18,23.2,3.921693,5.683071
18,23.6,3.665708,5.967732
18,24.0,3.244423,6.189812
18,24.4,2.563262,6.311708
18,24.8,1.275199,6.247879
18,25.2,0.416186,6.013985
18,25.6,0.429006,5.811004
18,26.0,0.449704,5.611435
18,26.4,0.472543,5.415288
18,26.8,0.497875,5.222935
18,27.2,0.526161,5.034819
18,27.6,0.557995,4.85147
18,28.0,0.594158,4.673533
18,28.4,0.6357,4.501813
18,28.8,0.684077,4.337328
18,29.2,0.741383,4.181407
18,29.6,0.810741,4.035842
18,30.0,0.89702,3.903143
18,30.4,1.008107,3.786983
18,30.8,1.157019,3.692954
18,31.2,1.364287,3.629707
18,31.6,1.656183,3.609922
18,32.0,2.048432,3.648961
18,32.4,2.518383,3.759079
18,32.8,3.003082,3.942818
18,33.2,3.433804,4.191918
18,33.6,3.76409,4.490969
18,34.0,3.972496,4.821426
18,34.4,4.053401,5.164032
18,34.8,4.007075,5.499683
18,35.2,3.831248,5.809037
18,35.6,3.511317,6.070719
18,36.0,2.999087,6.256551
18,36.4,2.133512,6.316079
18,36.8,0.597336,6.141852
18,37.2,0.418315,5.927866
18,37.6,0.437489,5.726445
18,38.0,0.459058,5.528277
18,38.4,0.482898,5.333681
18,38.8,0.509413,5.143057
18,39.2,0.539114,4.95688
18,39.6,0.572665,4.775727
18,40.0,0.610948,4.600303
19,0.0,1.907637,8.018884
19,0.4,0.303603,7.746857
19,0.8,0.312077,7.526559
19,1.2,0.322954,7.307993
19,1.6,0.3346,7.091173
19,2.0,0.347103,6.876227
19,2.4,0.360562,6.663298
19,2.8,0.375093,6.452548
19,3.2,0.390833,6.244157
19,3.6,0.407945,6.038331
19,4.0,0.426621,5.835303
19,4.4,0.447098,5.635343
19,4.8,0.469663,5.438765
19,5.2,0.494671,5.245932
19,5.6,0.522572,5.057279
19,6.0,0.553942,4.873322
19,6.4,0.589533,4.694694
19,6.8,0.630357,4.522174
19,7.2,0.677814,4.356753
19,7.6,0.733902,4.199715
19,8.0,0.801591,4.052784
19,8.4,0.885486,3.918367
19,8.8,0.993015,3.799961
19,9.2,1.136437,3.702874
19,9.6,1.33531,3.635323
19,10.0,1.61569,3.609495
19,10.4,1.996063,3.64065
19,10.8,2.459423,3.741825
19,11.2,2.946242,3.916929
19,11.6,3.386492,4.158859
19,12.0,3.730463,4.452834
19,12.4,3.95409,4.780522
19,12.8,4.050401,5.122679
19,13.2,4.019423,5.460181
19,13.6,3.859636,5.773775
19,14.0,3.55865,6.042497
19,14.4,3.074462,6.239448
19,14.8,2.26944,6.318626
19,15.2,0.747789,6.173268
19,15.6,0.416555,5.9524
19,16.0,0.435025,5.750584
19,16.4,0.456341,5.552009
19,16.8,0.479888,5.356962
19,17.2,0.506055,5.165835
19,17.6,0.53534,4.979093
19,18.0,0.568385,4.797299
19,18.4,0.606041,4.621141
19,18.8,0.649464,4.45148
19,19.2,0.700272,4.289416
19,19.6,0.760815,4.136398
19,20.0,0.834649,3.9944
19,20.4,0.927381,3.866224
19,20.8,1.048183,3.756023
19,21.2,1.212125,3.670178
19,21.6,1.442089,3.618496
19,22.0,1.763791,3.614795
19,22.4,2.184053,3.674291
19,22.8,2.666133,3.806838
19,23.2,3.14109,4.011538
19,23.6,3.545201,4.277506
19,24.0,3.84012,4.588027
19,24.4,4.010289,4.924165
19,24.8,4.052822,5.26668
19,25.2,3.968083,5.596491
19,25.6,3.751335,5.893918
19,26.0,3.381175,6.136268
19,26.4,2.789502,6.291275
19,26.8,1.734412,6.293455
19,27.2,0.439443,6.072119
19,27.6,0.423658,5.866895
19,28.0,0.443763,5.666432
19,28.4,0.465979,5.469301
19,28.8,0.490578,5.275856
19,29.2,0.517992,5.086516
19,29.6,0.548774,4.901786
19,30.0,0.583645,4.722277
19,30.4,0.62357,4.548742
19,30.8,0.669875,4.382133
19,31.2,0.724447,4.223682
19,31.6,0.790068,4.075031
19,32.0,0.871025,3.938458
19,32.4,0.974197,3.817252
19,32.8,1.11092,3.716375
19,33.2,1.299489,3.643503
19,33.6,1.565396,3.610177
19,34.0,1.930028,3.631403
19,34.4,2.383482,3.721068
19,34.8,2.871469,3.884811
19,35.2,3.32299,4.117113
19,35.6,3.684203,4.404101
19,36.0,3.927439,4.727778
19,36.4,4.043751,5.068939
19,36.8,4.032666,5.408426
19,37.2,3.893447,5.727073
19,37.6,3.616225,6.004364
19,38.0,3.165869,6.21482
19,38.4,2.429462,6.317223
19,38.8,1.010923,6.214257
19,39.2,0.415204,5.984334
19,39.6,0.431871,5.781967
19,40.0,0.452865,5.582872
20,0.0,2.748608,8.996069
20,0.4,0.275093,8.744773
20,0.8,0.271264,8.517735
20,1.2,0.279497,8.292654
20,1.6,0.288232,8.068882
20,2.0,0.297517,7.846503
20,2.4,0.307407,7.625606
20,2.8,0.317961,7.406291
20,3.2,0.329251,7.188669
20,3.6,0.341356,6.972862
20,4.0,0.354371,6.759005
20,4.4,0.368403,6.547252
20,4.8,0.38358,6.337774
20,5.2,0.400051,6.130764
20,5.6,0.417996,5.926444
20,6.0,0.43763,5.725066
20,6.4,0.459214,5.526922
20,6.8,0.483072,5.332352
20,7.2,0.509606,5.141756
20,7.6,0.539331,4.955612
20,8.0,0.572912,4.774496
20,8.4,0.611231,4.599115
20,8.8,0.655494,4.430356
20,9.2,0.707394,4.269356
20,9.6,0.769402,4.11762
20,10.0,0.845279,3.977208
20,10.4,0.940984,3.851058
20,10.8,1.066297,3.74355
20,11.2,1.237228,3.661432
20,11.6,1.477567,3.615027
20,12.0,1.812211,3.618577
20,12.4,2.243391,3.68704
20,12.8,2.72865,3.829083
20,13.2,3.197659,4.042371
20,13.6,3.589412,4.315027
20,14.0,3.868913,4.629889
20,14.4,4.022807,4.967907
20,14.8,4.049108,5.309862
20,15.2,3.947997,5.636668
20,15.6,3.713411,5.928439
20,16.0,3.3204,6.161775
20,16.4,2.689881,6.30218
20,16.8,1.534272,6.275689
20,17.2,0.422922,6.045045
20,17.6,0.42609,5.841145
20,18.0,0.446477,5.641091
20,18.4,0.468977,5.444409
20,18.8,0.493909,5.251463
20,19.2,0.521718,5.062681
20,19.6,0.552978,4.87858
20,20.0,0.588433,4.699787
20,20.4,0.629089,4.527078
20,20.8,0.67633,4.361435
20,21.2,0.732132,4.204132
20,21.6,0.79943,4.056879
20,22.0,0.882768,3.922056
20,22.4,0.989469,3.803123
20,22.8,1.131616,3.70532
20,23.2,1.328533,3.636762
20,23.6,1.606193,3.609517
20,24.0,1.983677,3.638809
20,24.4,2.445315,3.737845
20,24.8,2.932486,3.910859
20,25.2,3.374918,4.151035
20,25.6,3.722126,4.44375
20,26.0,3.949394,4.770732
20,26.4,4.049406,5.11274
20,26.8,4.02211,5.450644
20,27.2,3.866148,5.765212
20,27.6,3.569626,6.035566
20,28.0,3.091903,6.235093
20,28.4,2.300363,6.318751
20,28.8,0.791945,6.180971
20,29.2,0.416202,5.958299
20,29.6,0.434438,5.756386
20,30.0,0.455694,5.557714
20,30.4,0.479171,5.36256
20,30.8,0.505256,5.171313
20,31.2,0.534442,4.984437
20,31.6,0.567367,4.802491
20,32.0,0.604876,4.626158
20,32.4,0.648111,4.456295
20,32.8,0.698677,4.293992
20,33.2,0.758895,4.140687
20,33.6,0.832277,3.998336
20,34.0,0.924355,3.869709
20,34.4,1.044167,3.758911
20,34.8,1.206575,3.672241
20,35.2,1.434246,3.619393
20,35.6,1.753027,3.614082
20,36.0,2.17072,3.671564
20,36.4,2.651912,3.801952
20,36.8,3.128074,4.004675
20,37.2,3.534907,4.269085
20,37.6,3.833296,4.578577
20,38.0,4.007156,4.914245
20,38.4,4.053378,5.256843
20,38.8,3.972347,5.587293
20,39.2,3.759604,5.885953
20,39.6,3.39449,6.13028
20,40.0,2.811157,6.288465
21,0.0,3.80106,5.8742
21,0.4,3.448143,6.126516
21,0.8,2.886178,6.295761
21,1.2,1.908368,6.322956
21,1.6,0.471161,6.115312
21,2.0,0.419875,5.90773
21,2.4,0.439537,5.70663
21,2.8,0.461316,5.508801
21,3.2,0.485402,5.31458
21,3.6,0.512208,5.124374
21,4.0,0.542258,4.938669
21,4.4,0.576236,4.75805
21,4.8,0.615048,4.58324
21,5.2,0.659935,4.415145
21,5.6,0.71265,4.254931
21,6.0,0.775756,4.104144
21,6.4,0.853169,3.964908
21,6.8,0.951124,3.840268
21,7.2,1.079861,3.734775
21,7.6,1.256095,3.655459
21,8.0,1.504217,3.613021
21,8.4,1.848282,3.621978
21,8.8,2.286921,3.697023
21,9.2,2.77373,3.845915
21,9.6,3.237798,4.065295
21,10.0,3.620254,4.342616
21,10.4,3.888469,4.660424
21,10.8,4.03057,4.999607
21,11.2,4.045131,5.340966
21,11.6,3.932119,5.665395
21,12.0,3.684396,5.952841
21,12.4,3.274143,6.179323
21,12.8,2.613093,6.308496
21,13.2,1.377199,6.259429
21,13.6,0.417773,6.025823
21,14.0,0.427883,5.82254
21,14.4,0.448463,5.622784
21,14.8,0.471171,5.426431
21,15.2,0.496348,5.23385
21,15.6,0.52445,5.045477
21,16.0,0.556062,4.861839
21,16.4,0.591952,4.683572
21,16.8,0.63315,4.51147
21,17.2,0.681087,4.346538
21,17.6,0.737809,4.190084
21,18.0,0.806366,4.043866
21,18.4,0.891499,3.910344
21,18.8,1.000873,3.793108
21,19.2,1.147142,3.697611
21,19.6,1.350373,3.632298
21,20.0,1.636763,3.609614
21,20.4,2.023407,3.644884
21,20.8,2.490345,3.750749
21,21.2,2.976182,3.930401
21,21.6,3.411516,4.176124
21,22.0,3.748342,4.472798
21,22.4,3.963986,4.801975
21,22.8,4.052207,5.144403
21,23.2,4.013173,5.480967
21,23.6,3.844985,5.792373
21,24.0,3.534126,6.057446
21,24.4,3.035447,6.248641
21,24.8,2.199556,6.317707
21,25.2,0.661619,6.156574
21,25.6,0.417431,5.939511
21,26.0,0.436315,5.737903
21,26.4,0.457763,5.539542
21,26.8,0.481464,5.344731
21,27.2,0.507813,5.153867
21,27.6,0.537314,4.967421
21,28.0,0.570624,4.785962
21,28.4,0.608607,4.610188
21,28.8,0.652444,4.440973
21,29.2,0.703789,4.279434
21,29.6,0.765053,4.127049
21,30.0,0.839889,3.985833
21,30.4,0.93408,3.858655
21,30.8,1.057091,3.749778
21,31.2,1.224456,3.665764
21,31.6,1.459517,3.616674
21,32.0,1.787633,3.616543
21,32.4,2.213401,3.680472
21,32.8,2.697209,3.817739
21,33.2,3.169341,4.026728
21,33.6,3.567388,4.296053
21,34.0,3.854678,4.608769
21,34.4,4.016767,4.94588
21,34.8,4.051236,5.288155
21,35.2,3.958374,5.616513
21,35.6,3.732809,5.911177
21,36.0,3.351433,6.149115
21,36.4,2.740916,6.296997
21,36.8,1.637504,6.285297
21,37.2,0.42942,6.058575
21,37.6,0.424859,5.854099
21,38.0,0.445107,5.653839
21,38.4,0.467463,5.456931
21,38.8,0.492227,5.263732
21,39.2,0.519836,5.074669
21,39.6,0.550853,4.89025
21,40.0,0.586013,4.711095
22,0.0,4.329039,8.828586
22,0.4,2.720143,8.980374
22,0.8,0.274385,8.726871
22,1.2,0.271893,8.500009
22,1.6,0.280164,8.275028
22,2.0,0.288941,8.051362
22,2.4,0.298272,7.829096
22,2.8,0.308211,7.608319
22,3.2,0.31882,7.389134
22,3.6,0.330171,7.17165
22,4.0,0.342344,6.95599
22,4.4,0.355435,6.742294
22,4.8,0.369552,6.530713
22,5.2,0.384825,6.321421
22,5.6,0.401405,6.114614
22,6.0,0.419474,5.910516
22,6.4,0.439251,5.70938
22,6.8,0.461001,5.511504
22,7.2,0.485053,5.317231
22,7.6,0.511818,5.126967
22,8.0,0.541819,4.941195
22,8.4,0.575737,4.760502
22,8.8,0.614475,4.585606
22,9.2,0.659268,4.417411
22,9.6,0.71186,4.257079
22,10.0,0.7748,4.106149
22,10.4,0.851981,3.966736
22,10.8,0.949594,3.841868
22,11.2,1.077812,3.736071
22,11.6,1.25324,3.656331
22,12.0,1.500186,3.613293
22,12.4,1.842843,3.621434
22,12.8,2.280394,3.695492
22,13.2,2.767013,3.843364
22,13.6,3.231851,4.061841
22,14.0,3.615712,4.338475
22,14.4,3.885618,4.655854
22,14.8,4.029481,4.994874
22,15.2,4.045793,5.336331
22,15.6,3.934561,5.661127
22,16.0,3.688812,5.949231
22,16.4,3.281174,6.176754
22,16.8,2.624823,6.307641
22,17.2,1.401255,6.262041
22,17.6,0.418309,6.028679
22,18.0,0.427614,5.825315
22,18.4,0.448165,5.625515
22,18.8,0.470842,5.429113
22,19.2,0.495982,5.236477
22,19.6,0.524041,5.048043
22,20.0,0.5556,4.864335
22,20.4,0.591424,4.685989
22,20.8,0.63254,4.513796
22,21.2,0.680372,4.348757
22,21.6,0.736955,4.192175
22,22.0,0.805322,4.045802
22,22.4,0.890183,3.912084
22,22.8,0.999152,3.794591
22,23.2,1.144794,3.698746
22,23.6,1.347068,3.632941
22,24.0,1.632144,3.609568
22,24.4,2.017429,3.643938
22,24.8,2.483611,3.748782
22,25.2,2.969686,3.927448
22,25.6,3.406107,4.172351
22,26.0,3.744494,4.468444
22,26.4,3.961877,4.797304
22,26.8,4.051858,5.139679
22,27.2,4.014576,5.476454
22,27.6,3.84822,5.788343
22,28.0,3.539522,6.054219
22,28.4,3.044038,6.246681
22,28.8,2.215029,6.317984
22,29.2,0.679056,6.160176
22,29.6,0.41723,5.942313
22,30.0,0.436034,5.740661
22,30.4,0.457453,5.542253
22,30.8,0.48112,5.34739
22,31.2,0.507429,5.156469
22,31.6,0.536884,4.969958
22,32.0,0.570135,4.788426
22,32.4,0.608047,4.612569
22,32.8,0.651793,4.443256
22,33.2,0.703021,4.281603
22,33.6,0.764127,4.129079
22,34.0,0.838743,3.987692
22,34.4,0.932613,3.860295
22,34.8,1.055138,3.751128
22,35.2,1.221751,3.666712
22,35.6,1.455694,3.617054
22,36.0,1.782411,3.616141
22,36.4,2.206995,3.679102
22,36.8,2.690453,3.815343
22,37.2,3.163222,4.023403
22,37.6,3.5626,4.292003
22,38.0,3.851554,4.604248
22,38.4,4.015401,4.941154
22,38.8,4.051624,5.283488
22,39.2,3.960531,5.612169
22,39.6,3.736891,5.907442
22,40.0,3.357976,6.14635
23,0.0,2.549914,5.729969
23,0.4,1.754822,5.732502
23,0.8,0.586339,5.547962
23,1.2,0.482138,5.347571
23,1.6,0.507421,5.156603
23,2.0,0.536862,4.970089
23,2.4,0.57011,4.788553
23,2.8,0.608018,4.612691
23,3.2,0.65176,4.443373
23,3.6,0.702981,4.281714
23,4.0,0.764079,4.129183
23,4.4,0.838684,3.987788
23,4.8,0.932538,3.86038
23,5.2,1.055038,3.751198
23,5.6,1.221612,3.666761
23,6.0,1.455498,3.617074
23,6.4,1.782143,3.61612
23,6.8,2.206666,3.679032
23,7.2,2.690105,3.81522
23,7.6,3.162906,4.023232
23,8.0,3.562353,4.291795
23,8.4,3.851393,4.604016
23,8.8,4.01533,4.940911
23,9.2,4.051643,5.283248
23,9.6,3.960641,5.611946
23,10.0,3.7371,5.907249
23,10.4,3.358311,6.146208
23,10.8,2.75218,6.29574
23,11.2,1.660101,6.287277
23,11.6,0.431347,6.061653
23,12.0,0.424583,5.857025
23,12.4,0.444799,5.656718
23,12.8,0.467123,5.459759
23,13.2,0.491849,5.266504
23,13.6,0.519413,5.077377
23,14.0,0.550376,4.892887
23,14.4,0.585469,4.71365
23,14.8,0.625672,4.54043
23,15.2,0.672332,4.374188
23,15.6,0.727369,4.216174
23,16.0,0.793624,4.068054
23,16.4,0.87548,3.932145
23,16.8,0.979982,3.8118
23,17.2,1.118747,3.712086
23,17.6,1.310463,3.640844
23,18.0,1.580827,3.609817
23,18.4,1.950404,3.634106
23,18.8,2.407108,3.72735
23,19.2,2.894924,3.894657
23,19.6,3.343064,4.130004
23,20.0,3.698962,4.419221
23,20.4,3.936095,4.744201
23,20.8,4.046162,5.085723
23,21.2,4.028868,5.424641
23,21.6,3.883254,5.741764
23,22.0,3.598704,6.016446
23,22.4,3.138067,6.222793
23,22.8,2.381313,6.318197
23,23.2,0.92351,6.201741
23,23.6,0.415454,5.974349
23,24.0,0.432851,5.772162
23,24.4,0.453945,5.573228
23,24.8,0.477235,5.377784
23,25.2,0.503098,5.186213
23,25.6,0.532019,4.998974
23,26.0,0.564622,4.816617
23,26.4,0.601733,4.639815
23,26.8,0.644467,4.469406
23,27.2,0.694383,4.306461
23,27.6,0.753734,4.152386
23,28.0,0.825913,4.009085
23,28.4,0.91625,3.879251
23,28.8,1.033433,3.766857
23,29.2,1.19177,3.677989
23,29.6,1.413328,3.62203
23,30.0,1.724223,3.612411
23,30.4,2.134786,3.664469
23,30.8,2.613261,3.788987
23,31.2,3.092413,3.986296
23,31.6,3.506476,4.246402
23,32.0,3.814225,4.553018
23,32.4,3.998104,4.887325
23,32.8,4.05435,5.23007
23,33.2,3.983379,5.562171
23,33.6,3.781439,5.86409
23,34.0,3.429788,6.113657
23,34.4,2.868303,6.280238
23,34.8,1.888199,6.304466
23,35.2,0.469394,6.095802
23,35.6,0.421661,5.888668
23,36.0,0.441498,5.687863
23,36.4,0.463479,5.490358
23,36.8,0.487803,5.296496
23,37.2,0.514889,5.106692
23,37.6,0.545277,4.921439
23,38.0,0.579667,4.741333
23,38.4,0.618992,4.567113
23,38.8,0.664532,4.399706
23,39.2,0.718099,4.240306
23,39.6,0.782358,4.090505
23,40.0,0.861392,3.952495
24,0.0,3.729982,4.838515
24,0.4,3.803579,5.143513
24,0.8,3.758082,5.441745
24,1.2,3.586177,5.714332
24,1.6,3.267365,5.939504
24,2.0,2.742032,6.087084
24,2.4,1.811863,6.099475
24,2.8,0.495415,5.895596
24,3.2,0.441401,5.691149
24,3.6,0.463101,5.493575
24,4.0,0.487382,5.299651
24,4.4,0.514419,5.109776
24,4.8,0.544748,4.924444
24,5.2,0.579065,4.744248
24,5.6,0.618299,4.569925
24,6.0,0.663724,4.402396
24,6.4,0.717141,4.242853
24,6.8,0.781196,4.092878
24,7.2,0.859943,3.954653
24,7.6,0.959856,3.831312
24,8.0,1.091584,3.727562
24,8.4,1.272444,3.650674
24,8.8,1.527291,3.611671
24,9.2,1.87929,3.625279
24,9.6,2.323887,3.705919
24,10.0,2.81151,3.860551
24,10.4,3.271023,4.084972
24,10.8,3.645443,4.366101
24,11.2,3.904087,4.686262
24,11.6,4.03626,5.026299
24,12.0,4.040945,5.367029
24,12.4,3.917878,5.689329
24,12.8,3.658933,5.972981
24,13.2,3.233659,6.193467
24,13.6,2.545111,6.312715
24,14.0,1.238267,6.243509
24,14.4,0.415827,6.009787
24,14.8,0.429408,5.806903
24,15.2,0.450148,5.6074
24,15.6,0.473034,5.411327
24,16.0,0.49842,5.219056
24,16.4,0.526772,5.031031
24,16.8,0.558686,4.847785
24,17.2,0.594947,4.669967
24,17.6,0.636612,4.498383
24,18.0,0.685148,4.334058
24,18.4,0.742664,4.178329
24,18.8,0.812311,4.032998
24,19.2,0.899003,3.900595
24,19.6,1.01071,3.784821
24,20.0,1.160578,3.691321
24,20.4,1.369304,3.62882
24,20.8,1.663174,3.610078
24,21.2,2.057399,3.650468
24,21.6,2.52837,3.762101
24,22.0,3.012607,3.947288
24,22.4,3.441651,4.197576
24,22.8,3.769594,4.497459
24,23.2,3.975421,4.828356
24,23.6,4.053725,5.171009
24,24.0,4.004804,5.50632
24,24.4,3.82625,5.814928
24,24.8,3.503057,6.075381
24,25.2,2.9859,6.259271
24,25.6,2.109333,6.31531
24,26.0,0.577673,6.13673
24,26.4,0.418645,5.923727
24,26.8,0.437908,5.722371
24,27.2,0.45952,5.524273
24,27.6,0.483411,5.329753
24,28.0,0.509985,5.139215
24,28.4,0.539757,4.953134
24,28.8,0.573395,4.77209
24,29.2,0.611786,4.596792
24,29.6,0.656139,4.428129
24,30.0,0.708156,4.267244
24,30.4,0.770323,4.115645
24,30.8,0.846421,3.975403
24,31.2,0.94245,3.849471
24,31.6,1.068255,3.742254
24,32.0,1.239947,3.66054
24,32.4,1.481409,3.614708
24,32.8,1.817428,3.619039
24,33.2,2.249722,3.688458
24,33.6,2.735247,3.831504
24,34.0,3.203566,4.045688
24,34.4,3.593979,4.319035
24,34.8,3.871838,4.634338
24,35.2,4.024009,4.972536
24,35.6,4.048594,5.314415
24,36.0,3.945747,5.640883
24,36.4,3.709255,5.932035
24,36.8,3.313764,6.164388
24,37.2,2.67892,6.303188
24,37.6,1.511946,6.273495
24,38.0,0.421909,6.042222
24,38.4,0.426351,5.838425
24,38.8,0.446766,5.638414
24,39.2,0.469296,5.441781
24,39.6,0.494264,5.248887
24,40.0,0.522116,5.060165
25,0.0,1.799633,4.044174
25,0.4,1.908069,4.062995
25,0.8,2.046553,4.102624
25,1.2,2.209504,4.166802
25,1.6,2.385322,4.257535
25,2.0,2.557062,4.374266
25,2.4,2.704961,4.513435
25,2.8,2.809323,4.668494
25,3.2,2.852012,4.830175
25,3.6,2.815475,4.986603
25,4.0,2.678392,5.12279
25,4.4,2.40479,5.218557
25,4.8,1.91496,5.242338
25,5.2,1.064582,5.139718
25,5.6,0.568702,4.945075
25,6.0,0.575982,4.763416
25,6.4,0.61384,4.588397
25,6.8,0.658487,4.420084
25,7.2,0.710931,4.259613
25,7.6,0.773677,4.108516
25,8.0,0.850585,3.968895
25,8.4,0.947798,3.843759
25,8.8,1.075407,3.737605
25,9.2,1.249893,3.657368
25,9.6,1.495459,3.613626
25,10.0,1.836457,3.62081
25,10.4,2.272714,3.693706
25,10.8,2.759089,3.840374
