id,t,x,y
0,0.0,11.861663,28.570715
0,1.0,8.194564,23.175704
0,2.0,7.303702,17.651701
0,3.0,7.93551,13.413973
0,4.0,9.766222,10.580614
0,5.0,12.716101,8.968865
0,6.0,16.513363,8.422583
0,7.0,20.383062,8.896114
0,8.0,23.108226,10.404724
0,9.0,23.661075,12.802235
0,10.0,22.003582,15.472063
0,11.0,19.188251,17.428207
0,12.0,16.500224,18.028635
0,13.0,14.657237,17.407862
0,14.0,13.793439,16.141473
0,15.0,13.779068,14.778016
0,16.0,14.412599,13.663336
0,17.0,15.459159,12.963262
0,18.0,16.641295,12.726339
0,19.0,17.658387,12.921857
0,20.0,18.258708,13.448894
0,21.0,18.330595,14.139968
0,22.0,17.944095,14.791122
0,23.0,17.303008,15.226838
0,24.0,16.641207,15.363944
0,25.0,16.135413,15.228204
0,26.0,15.872682,14.919094
0,27.0,15.859855,14.556891
0,28.0,16.047218,14.243161
0,29.0,16.351694,14.042559
0,30.0,16.678286,13.979643
0,31.0,16.941598,14.043206
0,32.0,17.085383,14.194726
0,33.0,17.094111,14.380544
0,34.0,16.991486,14.546891
0,35.0,16.826693,14.654273
0,36.0,16.655145,14.686284
0,37.0,16.521864,14.649935
0,38.0,16.452233,14.568755
0,39.0,16.450398,14.4727
0,40.0,16.50312,14.388952
0,41.0,16.586533,14.335862
0,42.0,16.673833,14.320486
0,43.0,16.742284,14.339241
0,44.0,16.77817,14.380797
0,45.0,16.778697,14.430264
0,46.0,16.750707,14.473565
0,47.0,16.707025,14.500893
0,48.0,16.661902,14.508455
0,49.0,16.627043,14.498283
0,50.0,16.609163,14.476527
1,0.0,22.227824,18.361096
1,1.0,17.45,20.148511
1,2.0,14.159185,19.550639
1,3.0,12.530455,17.630669
1,4.0,12.219116,15.45767
1,5.0,12.88808,13.635559
1,6.0,14.255231,12.410038
1,7.0,16.001278,11.845159
1,8.0,17.712996,11.920861
1,9.0,18.941353,12.550483
1,10.0,19.370127,13.552001
1,11.0,18.977357,14.636292
1,12.0,18.038817,15.48071
1,13.0,16.956487,15.869772
1,14.0,16.061568,15.783302
1,15.0,15.527546,15.360834
1,16.0,15.387648,14.800066
1,17.0,15.583838,14.274964
1,18.0,16.005024,13.900959
1,19.0,16.513356,13.731588
1,20.0,16.970451,13.766425
1,21.0,17.268084,13.961284
1,22.0,17.355141,14.24143
1,23.0,17.247064,14.521001
1,24.0,17.011296,14.726892
1,25.0,16.73655,14.818582
1,26.0,16.501891,14.794944
1,27.0,16.357611,14.686437
1,28.0,16.320104,14.539016
1,29.0,16.376539,14.398026
1,30.0,16.494379,14.297074
1,31.0,16.632615,14.252905
1,32.0,16.752765,14.265225
1,33.0,16.827822,14.320087
1,34.0,16.847251,14.395612
1,35.0,16.816922,14.468717
1,36.0,16.754505,14.521223
1,37.0,16.682407,14.543752
1,38.0,16.62089,14.536538
1,39.0,16.583312,14.50743
1,40.0,16.57426,14.468248
1,41.0,16.590272,14.430917
1,42.0,16.622353,14.404444
1,43.0,16.659271,14.393302
1,44.0,16.690771,14.397246
1,45.0,16.709956,14.41231
1,46.0,16.714389,14.432506
1,47.0,16.705867,14.45172
1,48.0,16.689128,14.465279
1,49.0,16.670051,14.470868
1,50.0,16.65393,14.468659
2,0.0,5.524541,5.523841
2,1.0,9.227088,4.160664
2,2.0,15.025386,3.612415
2,3.0,22.51795,3.839572
2,4.0,29.657738,5.116828
2,5.0,33.354285,8.079883
2,6.0,31.501688,13.144865
2,7.0,25.200307,18.789707
2,8.0,18.4096,21.852381
2,9.0,13.833449,21.362755
2,10.0,11.605338,18.88244
2,11.0,11.066841,16.036724
2,12.0,11.720995,13.656477
2,13.0,13.257531,12.026423
2,14.0,15.36774,11.196453
2,15.0,17.602304,11.140081
2,16.0,19.379693,11.788256
2,17.0,20.19012,12.979534
2,18.0,19.875507,14.395241
2,19.0,18.730925,15.601861
2,20.0,17.30226,16.247237
2,21.0,16.071069,16.242529
2,22.0,15.294014,15.750428
2,23.0,15.026621,15.036475
2,24.0,15.203851,14.339157
2,25.0,15.696051,13.817308
2,26.0,16.337601,13.548622
2,27.0,16.95205,13.543429
2,28.0,17.387897,13.757368
2,29.0,17.558331,14.103859
2,30.0,17.463812,14.474019
2,31.0,17.181382,14.766421
2,32.0,16.825909,14.916978
2,33.0,16.50588,14.913748
2,34.0,16.294198,14.790248
2,35.0,16.219343,14.60461
2,36.0,16.270744,14.417165
2,37.0,16.41057,14.274643
2,38.0,16.587497,14.202687
2,39.0,16.750518,14.204941
2,40.0,16.86101,14.266615
2,41.0,16.900618,14.361099
2,42.0,16.872827,14.458303
2,43.0,16.798133,14.532878
2,44.0,16.705162,14.570102
2,45.0,16.621308,14.567872
2,46.0,16.565869,14.53475
2,47.0,16.546954,14.485456
2,48.0,16.561922,14.43573
2,49.0,16.600277,14.398144
2,50.0,16.647794,14.379678
3,0.0,2.684425,26.119108
3,1.0,2.462167,17.074609
3,2.0,3.02727,11.226216
3,3.0,4.429859,7.596909
3,4.0,7.072283,5.45536
3,5.0,11.488653,4.350172
3,6.0,17.845206,4.08066
3,7.0,25.099418,4.715971
3,8.0,30.726645,6.65852
3,9.0,31.982754,10.477848
3,10.0,28.100824,15.820718
3,11.0,21.625012,20.267081
3,12.0,16.08311,21.536285
