id,t,initiator,regulator,effector
4,3.0,0.022237,1.459031,0.569747
4,3.1,0.021552,1.485416,0.543362
4,3.2,0.020948,1.510324,0.518454
4,3.3,0.020413,1.53376,0.495018
4,3.4,0.01994,1.555743,0.473036
4,3.5,0.01952,1.576303,0.452475
4,3.6,0.019147,1.595482,0.433296
4,3.7,0.018815,1.613328,0.415451
4,3.8,0.018519,1.629895,0.398884
4,3.9,0.018254,1.645242,0.383536
4,4.0,0.018018,1.659431,0.369347
4,4.1,0.017806,1.672527,0.356252
4,4.2,0.017615,1.684592,0.344186
4,4.3,0.017444,1.695692,0.333087
4,4.4,0.017291,1.705888,0.32289
4,4.5,0.017153,1.715244,0.313534
4,4.6,0.017028,1.723817,0.304961
4,4.7,0.016916,1.731665,0.297113
4,4.8,0.016815,1.738843,0.289935
4,4.9,0.016724,1.745401,0.283377
4,5.0,0.016641,1.751388,0.27739
4,5.1,0.016567,1.75685,0.271929
4,5.2,0.0165,1.761829,0.266949
4,5.3,0.016439,1.766366,0.262413
4,5.4,0.016385,1.770496,0.258282
4,5.5,0.016335,1.774256,0.254522
4,5.6,0.016291,1.777676,0.251102
4,5.7,0.01625,1.780785,0.247993
4,5.8,0.016214,1.783612,0.245166
4,5.9,0.016181,1.78618,0.242598
4,6.0,0.016151,1.788513,0.240265
4,6.1,0.016124,1.790631,0.238147
4,6.2,0.016099,1.792554,0.236224
4,6.3,0.016077,1.7943,0.234479
4,6.4,0.016057,1.795883,0.232895
4,6.5,0.016039,1.79732,0.231458
4,6.6,0.016023,1.798623,0.230155
4,6.7,0.016008,1.799805,0.228973
4,6.8,0.015994,1.800877,0.227901
4,6.9,0.015982,1.801849,0.226929
4,7.0,0.015971,1.80273,0.226048
4,7.1,0.015961,1.803529,0.22525
4,7.2,0.015952,1.804252,0.224526
4,7.3,0.015944,1.804908,0.22387
4,7.4,0.015937,1.805503,0.223275
4,7.5,0.01593,1.806042,0.222737
4,7.6,0.015924,1.80653,0.222249
4,7.7,0.015918,1.806972,0.221806
4,7.8,0.015913,1.807373,0.221406
4,7.9,0.015909,1.807736,0.221043
4,8.0,0.015905,1.808064,0.220714
4,8.1,0.015901,1.808362,0.220416
4,8.2,0.015898,1.808632,0.220146
4,8.3,0.015895,1.808876,0.219902
4,8.4,0.015892,1.809098,0.21968
4,8.5,0.01589,1.809298,0.21948
4,8.6,0.015887,1.80948,0.219298
4,8.7,0.015885,1.809644,0.219134
4,8.8,0.015884,1.809793,0.218985
4,8.9,0.015882,1.809928,0.21885
4,9.0,0.01588,1.81005,0.218728
4,9.1,0.015879,1.810161,0.218617
4,9.2,0.015878,1.810261,0.218517
4,9.3,0.015877,1.810352,0.218426
4,9.4,0.015876,1.810434,0.218344
4,9.5,0.015875,1.810509,0.21827
4,9.6,0.015874,1.810576,0.218202
4,9.7,0.015873,1.810637,0.218141
4,9.8,0.015872,1.810692,0.218086
4,9.9,0.015872,1.810742,0.218036
4,10.0,0.015871,1.810788,0.21799
5,0.0,0.012135,0.299563,0.659543
5,0.1,0.020378,0.298691,0.660415
5,0.2,0.027938,0.297008,0.662098
5,0.3,0.034949,0.294589,0.664518
5,0.4,0.041515,0.291497,0.667609
5,0.5,0.047717,0.287791,0.671315
5,0.6,0.053621,0.283524,0.675582
5,0.7,0.059281,0.278743,0.680364
5,0.8,0.064743,0.273491,0.685615
5,0.9,0.070047,0.267811,0.691296
5,1.0,0.075228,0.261738,0.697368
5,1.1,0.080315,0.25531,0.703797
5,1.2,0.085335,0.248559,0.710548
5,1.3,0.090313,0.241518,0.717589
5,1.4,0.09527,0.234217,0.724889
5,1.5,0.100225,0.226688,0.732418
5,1.6,0.105196,0.218961,0.740146
5,1.7,0.110198,0.211063,0.748043
5,1.8,0.115246,0.203027,0.75608
5,1.9,0.120353,0.19488,0.764226
5,2.0,0.125531,0.186653,0.772453
5,2.1,0.13079,0.178378,0.780728
5,2.2,0.136139,0.170085,0.789021
5,2.3,0.141586,0.161806,0.797301
5,2.4,0.147139,0.153573,0.805533
5,2.5,0.152802,0.145419,0.813687
5,2.6,0.15858,0.137378,0.821728
5,2.7,0.164477,0.129482,0.829624
5,2.8,0.170494,0.121764,0.837342
5,2.9,0.176632,0.114256,0.844851
5,3.0,0.182891,0.106988,0.852118
5,3.1,0.189269,0.099989,0.859117
5,3.2,0.195764,0.093286,0.86582
5,3.3,0.20237,0.086902,0.872204
5,3.4,0.209085,0.080857,0.87825
5,3.5,0.215902,0.075166,0.88394
5,3.6,0.222814,0.069841,0.889265
5,3.7,0.229815,0.064889,0.894218
5,3.8,0.236896,0.06031,0.898796
5,3.9,0.24405,0.056103,0.903003
5,4.0,0.251269,0.052259,0.906848
5,4.1,0.258544,0.048765,0.910341
5,4.2,0.265868,0.045607,0.913499
5,4.3,0.273232,0.042766,0.91634
5,4.4,0.280629,0.040221,0.918885
5,4.5,0.288051,0.03795,0.921156
5,4.6,0.295492,0.03593,0.923177
5,4.7,0.302946,0.034136,0.92497
5,4.8,0.310408,0.032548,0.926559
5,4.9,0.317871,0.031141,0.927965
5,5.0,0.325333,0.029897,0.92921
5,5.1,0.332787,0.028794,0.930312
5,5.2,0.340232,0.027817,0.93129
5,5.3,0.347664,0.026948,0.932159
5,5.4,0.355081,0.026172,0.932934
5,5.5,0.362479,0.025479,0.933628
5,5.6,0.369858,0.024855,0.934251
5,5.7,0.377215,0.024292,0.934815
5,5.8,0.384549,0.02378,0.935326
5,5.9,0.391859,0.023313,0.935793
5,6.0,0.399144,0.022884,0.936222
5,6.1,0.406403,0.022489,0.936618
5,6.2,0.413636,0.022121,0.936985
5,6.3,0.420842,0.021778,0.937328
5,6.4,0.42802,0.021456,0.93765
5,6.5,0.43517,0.021153,0.937953
5,6.6,0.442292,0.020866,0.93824
5,6.7,0.449386,0.020594,0.938512
5,6.8,0.45645,0.020334,0.938772
5,6.9,0.463487,0.020086,0.939021
5,7.0,0.470494,0.019847,0.939259
5,7.1,0.477472,0.019618,0.939488
5,7.2,0.484421,0.019398,0.939708
5,7.3,0.491342,0.019185,0.939921
5,7.4,0.498233,0.018979,0.940127
5,7.5,0.505095,0.01878,0.940326
5,7.6,0.511928,0.018587,0.940519
5,7.7,0.518732,0.018399,0.940707
5,7.8,0.525506,0.018218,0.940889
5,7.9,0.532252,0.018041,0.941066
5,8.0,0.538969,0.017869,0.941238
5,8.1,0.545657,0.017701,0.941405
5,8.2,0.552316,0.017538,0.941568
5,8.3,0.558946,0.017379,0.941727
5,8.4,0.565547,0.017224,0.941882
5,8.5,0.572119,0.017073,0.942033
5,8.6,0.578663,0.016926,0.942181
5,8.7,0.585178,0.016782,0.942325
5,8.8,0.591665,0.016641,0.942465
5,8.9,0.598123,0.016504,0.942603
5,9.0,0.604552,0.016369,0.942737
5,9.1,0.610953,0.016238,0.942868
5,9.2,0.617326,0.01611,0.942997
5,9.3,0.623671,0.015984,0.943122
5,9.4,0.629988,0.015861,0.943245
5,9.5,0.636276,0.015741,0.943365
5,9.6,0.642537,0.015623,0.943483
5,9.7,0.648769,0.015508,0.943598
5,9.8,0.654974,0.015395,0.943711
5,9.9,0.661151,0.015284,0.943822
5,10.0,0.667301,0.015176,0.94393
6,0.0,0.041554,0.334249,2.395219
6,0.1,0.046956,0.378232,2.351236
6,0.2,0.051405,0.425725,2.303743
6,0.3,0.054871,0.476882,2.252587
6,0.4,0.057335,0.531842,2.197626
6,0.5,0.058793,0.590724,2.138745
6,0.6,0.059257,0.653614,2.075854
6,0.7,0.05876,0.720558,2.008911
6,0.8,0.057358,0.791539,1.937929
6,0.9,0.055138,0.866469,1.862999
6,1.0,0.052214,0.945162,1.784306
6,1.1,0.048731,1.02732,1.702148
6,1.2,0.044859,1.112515,1.616953
6,1.3,0.040785,1.200182,1.529286
6,1.4,0.036698,1.289617,1.439851
6,1.5,0.032775,1.379993,1.349475
6,1.6,0.02916,1.47039,1.259078
6,1.7,0.025951,1.559839,1.169629
6,1.8,0.023197,1.647372,1.082097
6,1.9,0.020898,1.732081,0.997388
6,2.0,0.01902,1.813164,0.916304
6,2.1,0.017507,1.889963,0.839505
6,2.2,0.016297,1.961983,0.767486
6,2.3,0.01533,2.028894,0.700574
6,2.4,0.014553,2.090529,0.638939
6,2.5,0.013925,2.146861,0.582608
6,2.6,0.013412,2.19798,0.531488
6,2.7,0.012989,2.244073,0.485395
6,2.8,0.012638,2.285397,0.444071
6,2.9,0.012345,2.322255,0.407213
6,3.0,0.012098,2.354982,0.374487
6,3.1,0.011889,2.383922,0.345546
6,3.2,0.011712,2.409424,0.320044
6,3.3,0.011562,2.431826,0.297642
6,3.4,0.011433,2.451451,0.278017
6,3.5,0.011324,2.468602,0.260867
6,3.6,0.011231,2.483559,0.24591
6,3.7,0.011151,2.496579,0.232889
6,3.8,0.011082,2.507895,0.221573
6,3.9,0.011023,2.517717,0.211752
6,4.0,0.010973,2.526231,0.203237
6,4.1,0.01093,2.533604,0.195864
6,4.2,0.010893,2.539983,0.189485
6,4.3,0.010861,2.545498,0.18397
6,4.4,0.010834,2.550263,0.179205
6,4.5,0.01081,2.554377,0.175091
6,4.6,0.01079,2.557928,0.17154
6,4.7,0.010773,2.560991,0.168477
6,4.8,0.010758,2.563632,0.165836
6,4.9,0.010745,2.565909,0.163559
6,5.0,0.010734,2.567871,0.161597
6,5.1,0.010724,2.569562,0.159906
6,5.2,0.010716,2.571018,0.15845
6,5.3,0.010709,2.572272,0.157196
6,5.4,0.010703,2.573353,0.156116
6,5.5,0.010698,2.574283,0.155186
6,5.6,0.010694,2.575083,0.154385
