id,t,x0,x1
3,16.4,3.498964,5.586131
3,16.8,3.814458,6.912692
3,17.2,3.684725,8.11763
3,17.6,3.079747,8.821571
3,18.0,1.802481,8.498632
3,18.4,0.491122,6.903036
3,18.8,0.621625,5.6156
3,19.2,0.923349,4.576552
3,19.6,1.530042,4.02567
3,20.0,2.439587,4.233673
3,20.4,3.273595,5.13581
3,20.8,3.748591,6.414972
3,21.2,3.785613,7.7075
3,21.6,3.365264,8.64564
3,22.0,2.386649,8.789131
3,22.4,0.649289,7.472844
3,22.8,0.552815,6.070944
3,23.2,0.785726,4.922232
3,23.6,1.259359,4.1518
3,24.0,2.087354,4.06331
3,24.4,2.99657,4.737701
3,24.8,3.621823,5.919035
3,25.2,3.824058,7.248987
3,25.6,3.577246,8.363219
3,26.0,2.832223,8.86589
3,26.4,1.300049,8.14025
3,26.8,0.502577,6.552384
3,27.2,0.680385,5.318175
3,27.6,1.043288,4.374676
3,28.0,1.746618,4.001974
3,28.4,2.677575,4.410174
3,28.8,3.435705,5.443529
3,29.2,3.800769,6.760898
3,29.6,3.722401,7.99809
3,30.0,3.175787,8.780529
3,30.4,1.999274,8.614363
3,30.8,0.50378,7.065915
3,31.2,0.598654,5.752277
3,31.6,0.877067,4.67639
3,32.0,1.441325,4.053168
3,32.4,2.331806,4.170351
3,32.8,3.193734,5.00724
3,33.2,3.716126,6.261752
3,33.6,3.804002,7.571077
3,34.0,3.437726,8.569127
3,34.4,2.536042,8.83264
3,34.8,0.801913,7.677138
3,35.2,0.535143,6.216019
3,35.6,0.750426,5.039011
3,36.0,1.187291,4.210673
3,36.4,1.980401,4.032559
3,36.8,2.902569,4.628871
3,37.2,3.570913,5.770093
3,37.6,3.823459,7.101511
3,38.0,3.62869,8.258975
3,38.4,2.947284,8.855032
3,38.8,1.531127,8.315604
3,39.2,0.493341,6.705425
3,39.6,0.653122,5.447775
3,40.0,0.987416,4.459739
4,0.0,2.277461,8.237702
4,0.4,0.483074,6.98467
4,0.8,0.524837,5.799997
4,1.2,0.719515,4.775289
4,1.6,1.098111,4.023283
4,2.0,1.811319,3.796535
4,2.4,2.723744,4.272115
4,2.8,3.437187,5.300344
4,3.2,3.730854,6.554274
4,3.6,3.53715,7.666639
4,4.0,2.770927,8.218378
4,4.4,1.019636,7.507576
4,4.8,0.483308,6.166861
4,5.2,0.642987,5.086481
4,5.6,0.944901,4.224096
