id,t,x,y
68,2.4,-0.712656,-0.646652
68,2.6,-0.558697,-0.759991
68,2.8,-0.388723,-0.838891
68,3.0,-0.210071,-0.881587
68,3.2,-0.030133,-0.887814
68,3.4,0.143939,-0.858757
68,3.6,0.305505,-0.796945
68,3.8,0.448678,-0.706102
68,4.0,0.568529,-0.590953
69,0.0,-0.818222,2.830692
69,0.2,-1.337264,2.560002
69,0.4,-1.783175,2.198885
69,0.6,-2.141223,1.765141
69,0.8,-2.400721,1.278736
69,1.0,-2.555292,0.760932
69,1.2,-2.602949,0.233398
69,1.4,-2.546003,-0.282664
69,1.6,-2.390803,-0.767335
69,1.8,-2.147326,-1.202717
69,2.0,-1.828645,-1.57356
69,2.2,-1.450284,-1.867755
69,2.4,-1.029518,-2.076699
69,2.6,-0.584616,-2.195485
69,2.8,-0.134085,-2.222962
69,3.0,0.304074,-2.161624
69,3.2,0.713052,-2.017376
69,3.4,1.077851,-1.79916
69,3.6,1.385806,-1.51849
69,3.8,1.626991,-1.188893
69,4.0,1.794504,-0.825294
70,0.0,2.774684,-1.489306
70,0.2,2.955549,-0.890396
70,0.4,3.012671,-0.279826
70,0.6,2.948648,0.317848
70,0.8,2.770756,0.879544
70,1.0,2.490482,1.384502
70,1.2,2.122902,1.815017
70,1.4,1.685946,2.157015
70,1.6,1.199581,2.400471
70,1.8,0.68494,2.539637
70,2.0,0.163444,2.573112
70,2.2,-0.344056,2.503717
70,2.4,-0.818078,2.338225
70,2.6,-1.241225,2.086936
70,2.8,-1.598793,1.763131
70,3.0,-1.879238,1.382434
70,3.2,-2.074517,0.962101
70,3.4,-2.180261,0.520276
70,3.6,-2.195808,0.07524
70,3.8,-2.124079,-0.355316
70,4.0,-1.971329,-0.754967
71,0.0,-0.016509,-1.19473
71,0.2,0.216794,-1.150946
71,0.4,0.432393,-1.063452
71,0.6,0.622472,-0.937416
71,0.8,0.780531,-0.779324
71,1.0,0.901586,-0.596671
71,1.2,0.98231,-0.39763
71,1.4,1.021099,-0.190699
71,1.6,1.018066,0.015644
71,1.8,0.97497,0.21328
71,2.0,0.895084,0.394749
71,2.2,0.783002,0.553522
71,2.4,0.64441,0.684224
71,2.6,0.485819,0.782795
71,2.8,0.314272,0.846606
71,3.0,0.137046,0.874501
71,3.2,-0.038639,0.866787
71,3.4,-0.205911,0.825164
71,3.6,-0.358498,0.752606
71,3.8,-0.490952,0.653188
71,4.0,-0.598836,0.531888
72,0.0,-1.290957,-2.778678
72,0.2,-0.699072,-2.920761
72,0.4,-0.102803,-2.941994
72,0.6,0.474145,-2.846279
72,0.8,1.009758,-2.641979
72,1.0,1.484516,-2.341414
72,1.2,1.882068,-1.960221
72,1.4,2.189749,-1.516608
72,1.6,2.398941,-1.03053
72,1.8,2.505249,-0.522837
72,2.0,2.508509,-0.014415
72,2.2,2.412635,0.474642
72,2.4,2.225297,0.92579
72,2.6,1.957474,1.322709
72,2.8,1.622895,1.651861
72,3.0,1.23738,1.90291
72,3.2,0.818144,2.069011
72,3.4,0.383054,2.146939
72,3.6,-0.050094,2.137074
72,3.8,-0.464283,2.04325
72,4.0,-0.843907,1.87246
73,0.0,0.657386,0.016074
73,0.2,0.628395,0.143457
73,0.4,0.575739,0.260183
73,0.6,0.502424,0.362063
73,0.8,0.412154,0.445658
73,1.0,0.309156,0.508387
73,1.2,0.197994,0.54859
73,1.4,0.083377,0.565566
73,1.6,-0.030037,0.559553
73,1.8,-0.137819,0.531692
73,2.0,-0.235936,0.483938
73,2.2,-0.320893,0.418956
73,2.4,-0.389854,0.339986
73,2.6,-0.440724,0.250694
73,2.8,-0.472205,0.155009
73,3.0,-0.483815,0.056957
73,3.2,-0.475873,-0.039498
73,3.4,-0.449462,-0.130613
73,3.6,-0.406346,-0.213
73,3.8,-0.348882,-0.28375
73,4.0,-0.279903,-0.340526
74,0.0,-2.691127,-1.328121
74,0.2,-2.326633,-1.799926
74,0.4,-1.884601,-2.182192
74,0.6,-1.385519,-2.463342
74,0.8,-0.85132,-2.636243
74,1.0,-0.304467,-2.698317
74,1.2,0.232962,-2.651459
74,1.4,0.740125,-2.501788
74,1.6,1.19819,-2.259245
74,1.8,1.591004,-1.937042
74,2.0,1.905623,-1.55102
74,2.2,2.132693,-1.118917
74,2.4,2.266686,-0.659595
74,2.6,2.305962,-0.192248
74,2.8,2.252686,0.264361
74,3.0,2.112588,0.692634
74,3.2,1.894603,1.076778
74,3.4,1.610388,1.403361
74,3.6,1.273757,1.66175
74,3.8,0.900051,1.844422
74,4.0,0.505474,1.947134
75,0.0,2.449595,-1.562629
75,0.2,2.657527,-1.02414
75,0.4,2.752417,-0.466343
75,0.6,2.734953,0.087989
75,0.8,2.61023,0.617113
75,1.0,2.387374,1.101135
75,1.2,2.079031,1.522719
75,1.4,1.700721,1.867673
75,1.6,1.270119,2.125388
75,1.8,0.806271,2.289112
75,2.0,0.328788,2.356069
75,2.2,-0.142951,2.32741
75,2.4,-0.590551,2.208016
75,2.6,-0.997293,2.006156
75,2.8,-1.348726,1.73303
75,3.0,-1.633147,1.402213
75,3.2,-1.841959,1.029024
75,3.4,-1.969884,0.629854
75,3.6,-2.015044,0.221475
75,3.8,-1.978904,-0.179634
75,4.0,-1.866076,-0.557925
76,0.0,-2.130631,-0.063283
76,0.2,-2.034491,-0.475698
76,0.4,-1.861823,-0.853168
76,0.6,-1.622441,-1.182164
76,0.8,-1.32841,-1.451602
76,1.0,-0.993478,-1.653183
76,1.2,-0.632466,-1.781612
76,1.4,-0.260647,-1.834688
76,1.6,0.106881,-1.81327
76,1.8,0.45578,-1.721125
76,2.0,0.77301,-1.564663
76,2.2,1.047293,-1.352581
76,2.4,1.269486,-1.09543
76,2.6,1.432862,-0.805126
76,2.8,1.53328,-0.494428
76,3.0,1.569244,-0.176397
76,3.2,1.541863,0.136126
76,3.4,1.4547,0.431023
76,3.6,1.313539,0.697345
76,3.8,1.126071,0.925702
76,4.0,0.901508,1.108569
77,0.0,2.913903,-1.547668
77,0.2,3.100656,-0.919352
77,0.4,3.157708,-0.279386
77,0.6,3.087894,0.346515
77,0.8,2.898942,0.934199
77,1.0,2.602983,1.461969
77,1.2,2.215891,1.911344
77,1.4,1.756519,2.267661
77,1.6,1.245831,2.520507
